ntests,atleast,atmost,exactly
0,10000,0,0
1,10000,0,0
2,10000,1,1
3,9999,1,0
4,9999,5,4
5,9995,7,2
6,9993,9,2
7,9991,14,5
8,9986,15,1
9,9985,15,0
10,9985,17,2
11,9983,18,1
12,9982,21,3
13,9979,22,1
14,9978,27,5
15,9973,28,1
16,9972,30,2
17,9970,34,4
18,9966,35,1
19,9965,36,1
20,9964,39,3
21,9961,41,2
22,9959,42,1
23,9958,44,2
24,9956,45,1
25,9955,45,0
26,9955,47,2
27,9953,49,2
28,9951,51,2
29,9949,53,2
30,9947,53,0
31,9947,58,5
32,9942,59,1
33,9941,62,3
34,9938,64,2
35,9936,65,1
36,9935,65,0
37,9935,65,0
38,9935,67,2
39,9933,68,1
40,9932,69,1
41,9931,70,1
42,9930,71,1
43,9929,74,3
44,9926,76,2
45,9924,78,2
46,9922,80,2
47,9920,80,0
48,9920,80,0
49,9920,83,3
50,9917,85,2
51,9915,86,1
52,9914,88,2
53,9912,89,1
54,9911,90,1
55,9910,91,1
56,9909,93,2
57,9907,97,4
58,9903,98,1
59,9902,99,1
60,9901,100,1
61,9900,100,0
62,9900,102,2
63,9898,104,2
64,9896,104,0
65,9896,105,1
66,9895,108,3
67,9892,110,2
68,9890,113,3
69,9887,116,3
70,9884,116,0
71,9884,122,6
72,9878,124,2
73,9876,126,2
74,9874,128,2
75,9872,128,0
76,9872,129,1
77,9871,134,5
78,9866,135,1
79,9865,137,2
80,9863,140,3
81,9860,141,1
82,9859,142,1
83,9858,145,3
84,9855,146,1
85,9854,149,3
86,9851,150,1
87,9850,152,2
88,9848,154,2
89,9846,156,2
90,9844,159,3
91,9841,159,0
92,9841,160,1
93,9840,161,1
94,9839,165,4
95,9835,166,1
96,9834,168,2
97,9832,169,1
98,9831,170,1
99,9830,171,1
100,9829,176,5
101,9824,178,2
102,9822,180,2
103,9820,182,2
104,9818,182,0
105,9818,184,2
106,9816,184,0
107,9816,188,4
108,9812,189,1
109,9811,191,2
110,9809,191,0
111,9809,191,0
112,9809,192,1
113,9808,192,0
114,9808,192,0
115,9808,194,2
116,9806,197,3
117,9803,198,1
118,9802,200,2
119,9800,200,0
120,9800,201,1
121,9799,202,1
122,9798,204,2
123,9796,205,1
124,9795,207,2
125,9793,209,2
126,9791,213,4
127,9787,216,3
128,9784,218,2
129,9782,221,3
130,9779,225,4
131,9775,228,3
132,9772,229,1
133,9771,230,1
134,9770,232,2
135,9768,236,4
136,9764,238,2
137,9762,242,4
138,9758,243,1
139,9757,245,2
140,9755,246,1
141,9754,249,3
142,9751,251,2
143,9749,252,1
144,9748,255,3
145,9745,257,2
146,9743,259,2
147,9741,261,2
148,9739,263,2
149,9737,268,5
150,9732,270,2
151,9730,273,3
152,9727,275,2
153,9725,276,1
154,9724,278,2
155,9722,280,2
156,9720,283,3
157,9717,285,2
158,9715,287,2
159,9713,289,2
160,9711,290,1
161,9710,292,2
162,9708,293,1
163,9707,295,2
164,9705,296,1
165,9704,298,2
166,9702,302,4
167,9698,308,6
168,9692,311,3
169,9689,312,1
170,9688,316,4
171,9684,320,4
172,9680,323,3
173,9677,325,2
174,9675,329,4
175,9671,329,0
176,9671,331,2
177,9669,333,2
178,9667,335,2
179,9665,337,2
180,9663,338,1
181,9662,340,2
182,9660,341,1
183,9659,343,2
184,9657,343,0
185,9657,347,4
186,9653,348,1
187,9652,351,3
188,9649,351,0
189,9649,357,6
190,9643,360,3
191,9640,361,1
192,9639,363,2
193,9637,365,2
194,9635,369,4
195,9631,369,0
196,9631,372,3
197,9628,375,3
198,9625,375,0
199,9625,375,0
200,9625,376,1
201,9624,377,1
202,9623,379,2
203,9621,381,2
204,9619,383,2
205,9617,383,0
206,9617,384,1
207,9616,384,0
208,9616,384,0
209,9616,385,1
210,9615,387,2
211,9613,387,0
212,9613,389,2
213,9611,390,1
214,9610,390,0
215,9610,390,0
216,9610,390,0
217,9610,392,2
218,9608,393,1
219,9607,397,4
220,9603,401,4
221,9599,403,2
222,9597,403,0
223,9597,405,2
224,9595,407,2
225,9593,409,2
226,9591,409,0
227,9591,409,0
228,9591,410,1
229,9590,411,1
230,9589,413,2
231,9587,414,1
232,9586,415,1
233,9585,415,0
234,9585,416,1
235,9584,417,1
236,9583,421,4
237,9579,422,1
238,9578,424,2
239,9576,427,3
240,9573,428,1
241,9572,430,2
242,9570,434,4
243,9566,437,3
244,9563,439,2
245,9561,439,0
246,9561,441,2
247,9559,442,1
248,9558,445,3
249,9555,447,2
250,9553,448,1
251,9552,450,2
252,9550,454,4
253,9546,454,0
254,9546,455,1
255,9545,456,1
256,9544,456,0
257,9544,457,1
258,9543,460,3
259,9540,461,1
260,9539,465,4
261,9535,467,2
262,9533,467,0
263,9533,469,2
264,9531,470,1
265,9530,470,0
266,9530,473,3
267,9527,475,2
268,9525,480,5
269,9520,480,0
270,9520,483,3
271,9517,483,0
272,9517,484,1
273,9516,486,2
274,9514,487,1
275,9513,489,2
276,9511,490,1
277,9510,492,2
278,9508,493,1
279,9507,494,1
280,9506,495,1
281,9505,499,4
282,9501,500,1
283,9500,503,3
284,9497,504,1
285,9496,505,1
286,9495,507,2
287,9493,510,3
288,9490,510,0
289,9490,512,2
290,9488,514,2
291,9486,516,2
292,9484,517,1
293,9483,520,3
294,9480,520,0
295,9480,523,3
296,9477,527,4
297,9473,527,0
298,9473,527,0
299,9473,530,3
300,9470,532,2
301,9468,532,0
302,9468,534,2
303,9466,535,1
304,9465,538,3
305,9462,540,2
306,9460,545,5
307,9455,546,1
308,9454,547,1
309,9453,547,0
310,9453,551,4
311,9449,552,1
312,9448,554,2
313,9446,557,3
314,9443,557,0
315,9443,559,2
316,9441,562,3
317,9438,564,2
318,9436,567,3
319,9433,568,1
320,9432,569,1
321,9431,570,1
322,9430,571,1
323,9429,573,2
324,9427,575,2
325,9425,575,0
326,9425,576,1
327,9424,578,2
328,9422,578,0
329,9422,583,5
330,9417,587,4
331,9413,588,1
332,9412,588,0
333,9412,588,0
334,9412,589,1
335,9411,590,1
336,9410,590,0
337,9410,591,1
338,9409,593,2
339,9407,595,2
340,9405,596,1
341,9404,599,3
342,9401,604,5
343,9396,606,2
344,9394,607,1
345,9393,607,0
346,9393,609,2
347,9391,611,2
348,9389,612,1
349,9388,616,4
350,9384,618,2
351,9382,621,3
352,9379,622,1
353,9378,626,4
354,9374,629,3
355,9371,629,0
356,9371,630,1
357,9370,631,1
358,9369,633,2
359,9367,637,4
360,9363,637,0
361,9363,639,2
362,9361,640,1
363,9360,644,4
364,9356,645,1
365,9355,645,0
366,9355,649,4
367,9351,652,3
368,9348,654,2
369,9346,654,0
370,9346,657,3
371,9343,657,0
372,9343,663,6
373,9337,665,2
374,9335,667,2
375,9333,667,0
376,9333,668,1
377,9332,671,3
378,9329,671,0
379,9329,673,2
380,9327,675,2
381,9325,676,1
382,9324,678,2
383,9322,679,1
384,9321,681,2
385,9319,682,1
386,9318,684,2
387,9316,686,2
388,9314,687,1
389,9313,689,2
390,9311,692,3
391,9308,695,3
392,9305,698,3
393,9302,699,1
394,9301,701,2
395,9299,705,4
396,9295,706,1
397,9294,707,1
398,9293,708,1
399,9292,709,1
400,9291,712,3
401,9288,715,3
402,9285,718,3
403,9282,720,2
404,9280,721,1
405,9279,723,2
406,9277,723,0
407,9277,726,3
408,9274,728,2
409,9272,729,1
410,9271,730,1
411,9270,731,1
412,9269,732,1
413,9268,733,1
414,9267,734,1
415,9266,736,2
416,9264,737,1
417,9263,740,3
418,9260,744,4
419,9256,748,4
420,9252,751,3
421,9249,752,1
422,9248,756,4
423,9244,757,1
424,9243,760,3
425,9240,762,2
426,9238,765,3
427,9235,767,2
428,9233,770,3
429,9230,770,0
430,9230,772,2
431,9228,778,6
432,9222,780,2
433,9220,780,0
434,9220,780,0
435,9220,781,1
436,9219,781,0
437,9219,783,2
438,9217,785,2
439,9215,787,2
440,9213,789,2
441,9211,792,3
442,9208,793,1
443,9207,794,1
444,9206,796,2
445,9204,796,0
446,9204,796,0
447,9204,796,0
448,9204,796,0
449,9204,797,1
450,9203,798,1
451,9202,800,2
452,9200,801,1
453,9199,801,0
454,9199,802,1
455,9198,805,3
456,9195,805,0
457,9195,806,1
458,9194,809,3
459,9191,811,2
460,9189,812,1
461,9188,813,1
462,9187,814,1
463,9186,817,3
464,9183,818,1
465,9182,820,2
466,9180,824,4
467,9176,827,3
468,9173,828,1
469,9172,830,2
470,9170,831,1
471,9169,831,0
472,9169,832,1
473,9168,835,3
474,9165,835,0
475,9165,837,2
476,9163,840,3
477,9160,842,2
478,9158,845,3
479,9155,848,3
480,9152,849,1
481,9151,850,1
482,9150,850,0
483,9150,851,1
484,9149,853,2
485,9147,854,1
486,9146,854,0
487,9146,857,3
488,9143,858,1
489,9142,861,3
490,9139,862,1
491,9138,862,0
492,9138,865,3
493,9135,866,1
494,9134,870,4
495,9130,871,1
496,9129,874,3
497,9126,875,1
498,9125,878,3
499,9122,879,1
500,9121,879,0
501,9121,879,0
502,9121,882,3
503,9118,885,3
504,9115,885,0
505,9115,887,2
506,9113,890,3
507,9110,892,2
508,9108,893,1
509,9107,896,3
510,9104,897,1
511,9103,897,0
512,9103,900,3
513,9100,901,1
514,9099,904,3
515,9096,905,1
516,9095,907,2
517,9093,909,2
518,9091,910,1
519,9090,910,0
520,9090,911,1
521,9089,914,3
522,9086,918,4
523,9082,920,2
524,9080,921,1
525,9079,924,3
526,9076,930,6
527,9070,931,1
528,9069,934,3
529,9066,935,1
530,9065,939,4
531,9061,940,1
532,9060,943,3
533,9057,945,2
534,9055,948,3
535,9052,949,1
536,9051,952,3
537,9048,954,2
538,9046,954,0
539,9046,957,3
540,9043,958,1
541,9042,959,1
542,9041,960,1
543,9040,961,1
544,9039,961,0
545,9039,965,4
546,9035,965,0
547,9035,970,5
548,9030,975,5
549,9025,979,4
550,9021,979,0
551,9021,980,1
552,9020,982,2
553,9018,985,3
554,9015,988,3
555,9012,988,0
556,9012,991,3
557,9009,991,0
558,9009,993,2
559,9007,995,2
560,9005,995,0
561,9005,996,1
562,9004,997,1
563,9003,998,1
564,9002,1000,2
565,9000,1002,2
566,8998,1002,0
567,8998,1003,1
568,8997,1006,3
569,8994,1008,2
570,8992,1009,1
571,8991,1011,2
572,8989,1014,3
573,8986,1016,2
574,8984,1017,1
575,8983,1020,3
576,8980,1021,1
577,8979,1022,1
578,8978,1024,2
579,8976,1025,1
580,8975,1028,3
581,8972,1030,2
582,8970,1032,2
583,8968,1035,3
584,8965,1038,3
585,8962,1038,0
586,8962,1043,5
587,8957,1043,0
588,8957,1044,1
589,8956,1044,0
590,8956,1045,1
591,8955,1046,1
592,8954,1049,3
593,8951,1049,0
594,8951,1051,2
595,8949,1052,1
596,8948,1052,0
597,8948,1055,3
598,8945,1056,1
599,8944,1057,1
600,8943,1060,3
601,8940,1060,0
602,8940,1064,4
603,8936,1065,1
604,8935,1065,0
605,8935,1071,6
606,8929,1073,2
607,8927,1074,1
608,8926,1075,1
609,8925,1077,2
610,8923,1078,1
611,8922,1078,0
612,8922,1081,3
613,8919,1082,1
614,8918,1082,0
615,8918,1087,5
616,8913,1088,1
617,8912,1089,1
618,8911,1091,2
619,8909,1093,2
620,8907,1097,4
621,8903,1104,7
622,8896,1106,2
623,8894,1110,4
624,8890,1112,2
625,8888,1113,1
626,8887,1116,3
627,8884,1116,0
628,8884,1118,2
629,8882,1118,0
630,8882,1118,0
631,8882,1121,3
632,8879,1123,2
633,8877,1124,1
634,8876,1125,1
635,8875,1128,3
636,8872,1130,2
637,8870,1131,1
638,8869,1131,0
639,8869,1132,1
640,8868,1134,2
641,8866,1134,0
642,8866,1138,4
643,8862,1140,2
644,8860,1141,1
645,8859,1143,2
646,8857,1145,2
647,8855,1146,1
648,8854,1146,0
649,8854,1146,0
650,8854,1148,2
651,8852,1149,1
652,8851,1150,1
653,8850,1150,0
654,8850,1152,2
655,8848,1156,4
656,8844,1157,1
657,8843,1161,4
658,8839,1164,3
659,8836,1166,2
660,8834,1167,1
661,8833,1172,5
662,8828,1173,1
663,8827,1176,3
664,8824,1179,3
665,8821,1180,1
666,8820,1181,1
667,8819,1181,0
668,8819,1182,1
669,8818,1182,0
670,8818,1183,1
671,8817,1187,4
672,8813,1187,0
673,8813,1187,0
674,8813,1188,1
675,8812,1188,0
676,8812,1191,3
677,8809,1192,1
678,8808,1193,1
679,8807,1194,1
680,8806,1198,4
681,8802,1199,1
682,8801,1200,1
683,8800,1200,0
684,8800,1202,2
685,8798,1204,2
686,8796,1206,2
687,8794,1209,3
688,8791,1211,2
689,8789,1211,0
690,8789,1213,2
691,8787,1213,0
692,8787,1214,1
693,8786,1215,1
694,8785,1216,1
695,8784,1216,0
696,8784,1218,2
697,8782,1219,1
698,8781,1221,2
699,8779,1223,2
700,8777,1227,4
701,8773,1228,1
702,8772,1229,1
703,8771,1233,4
704,8767,1234,1
705,8766,1235,1
706,8765,1235,0
707,8765,1235,0
708,8765,1236,1
709,8764,1238,2
710,8762,1238,0
711,8762,1239,1
712,8761,1241,2
713,8759,1243,2
714,8757,1247,4
715,8753,1248,1
716,8752,1251,3
717,8749,1251,0
718,8749,1251,0
719,8749,1251,0
720,8749,1251,0
721,8749,1255,4
722,8745,1258,3
723,8742,1261,3
724,8739,1262,1
725,8738,1262,0
726,8738,1263,1
727,8737,1265,2
728,8735,1266,1
729,8734,1269,3
730,8731,1271,2
731,8729,1273,2
732,8727,1275,2
733,8725,1277,2
734,8723,1283,6
735,8717,1286,3
736,8714,1287,1
737,8713,1288,1
738,8712,1290,2
739,8710,1293,3
740,8707,1293,0
741,8707,1294,1
742,8706,1295,1
743,8705,1296,1
744,8704,1299,3
745,8701,1303,4
746,8697,1304,1
747,8696,1305,1
748,8695,1310,5
749,8690,1311,1
750,8689,1312,1
751,8688,1313,1
752,8687,1315,2
753,8685,1316,1
754,8684,1318,2
755,8682,1318,0
756,8682,1320,2
757,8680,1321,1
758,8679,1322,1
759,8678,1322,0
760,8678,1326,4
761,8674,1326,0
762,8674,1328,2
763,8672,1329,1
764,8671,1330,1
765,8670,1331,1
766,8669,1333,2
767,8667,1334,1
768,8666,1335,1
769,8665,1336,1
770,8664,1339,3
771,8661,1340,1
772,8660,1345,5
773,8655,1347,2
774,8653,1349,2
775,8651,1351,2
776,8649,1352,1
777,8648,1354,2
778,8646,1354,0
779,8646,1355,1
780,8645,1359,4
781,8641,1363,4
782,8637,1363,0
783,8637,1366,3
784,8634,1370,4
785,8630,1373,3
786,8627,1376,3
787,8624,1377,1
788,8623,1379,2
789,8621,1382,3
790,8618,1383,1
791,8617,1385,2
792,8615,1389,4
793,8611,1391,2
794,8609,1392,1
795,8608,1393,1
796,8607,1393,0
797,8607,1394,1
798,8606,1394,0
799,8606,1396,2
800,8604,1397,1
801,8603,1397,0
802,8603,1401,4
803,8599,1403,2
804,8597,1405,2
805,8595,1411,6
806,8589,1413,2
807,8587,1415,2
808,8585,1415,0
809,8585,1416,1
810,8584,1417,1
811,8583,1418,1
812,8582,1420,2
813,8580,1421,1
814,8579,1423,2
815,8577,1425,2
816,8575,1428,3
817,8572,1431,3
818,8569,1434,3
819,8566,1436,2
820,8564,1437,1
821,8563,1441,4
822,8559,1443,2
823,8557,1443,0
824,8557,1444,1
825,8556,1447,3
826,8553,1450,3
827,8550,1452,2
828,8548,1452,0
829,8548,1455,3
830,8545,1458,3
831,8542,1462,4
832,8538,1462,0
833,8538,1466,4
834,8534,1470,4
835,8530,1471,1
836,8529,1472,1
837,8528,1472,0
838,8528,1474,2
839,8526,1474,0
840,8526,1478,4
841,8522,1480,2
842,8520,1481,1
843,8519,1482,1
844,8518,1483,1
845,8517,1485,2
846,8515,1489,4
847,8511,1490,1
848,8510,1491,1
849,8509,1491,0
850,8509,1491,0
851,8509,1493,2
852,8507,1494,1
853,8506,1496,2
854,8504,1498,2
855,8502,1499,1
856,8501,1503,4
857,8497,1508,5
858,8492,1509,1
859,8491,1510,1
860,8490,1511,1
861,8489,1514,3
862,8486,1514,0
863,8486,1515,1
864,8485,1518,3
865,8482,1523,5
866,8477,1523,0
867,8477,1524,1
868,8476,1524,0
869,8476,1527,3
870,8473,1530,3
871,8470,1534,4
872,8466,1535,1
873,8465,1538,3
874,8462,1538,0
875,8462,1539,1
876,8461,1541,2
877,8459,1543,2
878,8457,1545,2
879,8455,1548,3
880,8452,1550,2
881,8450,1553,3
882,8447,1555,2
883,8445,1555,0
884,8445,1555,0
885,8445,1558,3
886,8442,1561,3
887,8439,1563,2
888,8437,1569,6
889,8431,1571,2
890,8429,1576,5
891,8424,1577,1
892,8423,1580,3
893,8420,1582,2
894,8418,1583,1
895,8417,1585,2
896,8415,1586,1
897,8414,1587,1
898,8413,1587,0
899,8413,1587,0
900,8413,1590,3
901,8410,1593,3
902,8407,1593,0
903,8407,1597,4
904,8403,1597,0
905,8403,1598,1
906,8402,1600,2
907,8400,1602,2
908,8398,1605,3
909,8395,1609,4
910,8391,1610,1
911,8390,1613,3
912,8387,1614,1
913,8386,1617,3
914,8383,1620,3
915,8380,1623,3
916,8377,1624,1
917,8376,1625,1
918,8375,1625,0
919,8375,1628,3
920,8372,1630,2
921,8370,1634,4
922,8366,1638,4
923,8362,1638,0
924,8362,1638,0
925,8362,1642,4
926,8358,1643,1
927,8357,1644,1
928,8356,1645,1
929,8355,1648,3
930,8352,1650,2
931,8350,1652,2
932,8348,1653,1
933,8347,1653,0
934,8347,1653,0
935,8347,1657,4
936,8343,1657,0
937,8343,1661,4
938,8339,1667,6
939,8333,1668,1
940,8332,1671,3
941,8329,1672,1
942,8328,1673,1
943,8327,1674,1
944,8326,1674,0
945,8326,1675,1
946,8325,1680,5
947,8320,1681,1
948,8319,1684,3
949,8316,1687,3
950,8313,1690,3
951,8310,1692,2
952,8308,1695,3
953,8305,1699,4
954,8301,1701,2
955,8299,1702,1
956,8298,1704,2
957,8296,1705,1
958,8295,1705,0
959,8295,1708,3
960,8292,1709,1
961,8291,1710,1
962,8290,1712,2
963,8288,1714,2
964,8286,1717,3
965,8283,1720,3
966,8280,1723,3
967,8277,1725,2
968,8275,1726,1
969,8274,1727,1
970,8273,1728,1
971,8272,1731,3
972,8269,1731,0
973,8269,1733,2
974,8267,1733,0
975,8267,1735,2
976,8265,1737,2
977,8263,1737,0
978,8263,1737,0
979,8263,1738,1
980,8262,1740,2
981,8260,1740,0
982,8260,1743,3
983,8257,1747,4
984,8253,1749,2
985,8251,1750,1
986,8250,1752,2
987,8248,1753,1
988,8247,1756,3
989,8244,1757,1
990,8243,1758,1
991,8242,1760,2
992,8240,1761,1
993,8239,1761,0
994,8239,1761,0
995,8239,1765,4
996,8235,1768,3
997,8232,1775,7
998,8225,1775,0
999,8225,1776,1
1000,8224,1780,4
1001,8220,1780,0
1002,8220,1782,2
1003,8218,1783,1
1004,8217,1784,1
1005,8216,1784,0
1006,8216,1788,4
1007,8212,1790,2
1008,8210,1790,0
1009,8210,1794,4
1010,8206,1795,1
1011,8205,1795,0
1012,8205,1796,1
1013,8204,1797,1
1014,8203,1799,2
1015,8201,1802,3
1016,8198,1804,2
1017,8196,1805,1
1018,8195,1809,4
1019,8191,1810,1
1020,8190,1812,2
1021,8188,1813,1
1022,8187,1815,2
1023,8185,1816,1
