mutant,killedbynt
6470,971
7973,604
5803,149
2292,697
8703,711
9281,345
9801,913
1495,805
5121,778
3502,389
8216,784
2709,769
3622,956
7280,458
7673,906
5083,264
9602,488
4944,214
6772,654
8647,356
9188,558
3004,531
5977,338
6218,543
8057,196
4861,897
7006,113
4842,841
4749,439
9286,655
4420,777
521,720
2926,750
7971,805
2423,306
4768,171
5402,986
9864,755
3353,223
5655,48
1331,136
7096,857
3233,89
2594,168
9259,326
6051,379
2846,459
3266,154
6597,516
7474,509
2526,77
9141,153
4649,938
4084,143
8089,53
221,993
4151,50
6359,291
5346,116
226,399
3969,591
7001,729
1038,225
9739,860
2861,897
8395,621
336,352
2512,349
8810,463
9532,934
4954,860
2240,159
7753,683
5060,690
9671,828
114,869
1616,470
3641,868
2552,317
3593,810
8511,756
9266,344
8434,485
3992,673
4981,923
1527,669
617,973
7033,482
9089,865
352,123
9748,266
3335,529
6855,618
7419,186
6810,506
9629,332
1195,95
745,641
4472,222
7558,238
7796,171
8311,516
4765,12
8532,1
7768,317
4043,140
4243,269
7984,113
5368,119
1820,964
358,918
909,458
5494,388
650,642
3331,430
7539,90
9277,598
7357,374
1731,633
3452,474
3419,138
2457,640
2469,444
4538,173
4823,927
8894,293
4698,67
3756,242
7896,240
3279,96
5774,4
7343,61
357,239
5448,390
9960,918
3008,423
15,850
5414,177
3105,456
5907,58
2032,28
4911,117
7600,844
9104,93
2787,209
8714,761
7171,268
1662,541
9850,713
2341,520
9192,635
3826,571
3921,485
9971,943
2108,615
9752,975
5304,588
9849,449
3628,700
5648,867
7263,931
4184,946
4015,324
5326,119
6738,517
7016,209
1969,605
677,109
2111,882
9260,405
3974,191
4128,410
4754,740
6643,318
7234,436
6535,52
3655,649
4994,724
7739,84
7761,703
9796,811
3120,351
6919,760
8166,197
466,187
1750,436
87,323
6771,605
7127,544
3457,693
5654,720
3405,723
9926,903
5234,426
8709,726
1567,817
854,507
2581,790
7478,538
8544,816
4859,564
8004,622
8829,143
8251,457
1993,428
8876,825
2182,9
2404,868
8085,49
9677,758
5968,250
1863,370
2121,423
512,963
4509,317
1518,312
3608,65
3971,209
9200,733
9515,617
8732,43
3018,579
2291,621
4239,13
2998,847
3072,906
152,276
1489,448
2538,736
4479,2
9447,878
8008,486
4502,731
9333,218
9481,947
5853,302
8873,548
9400,640
5868,725
5642,799
7926,602
2646,831
6565,903
7712,425
2673,830
9169,552
182,56
5849,640
3194,786
1921,67
2336,709
5263,39
8327,544
366,681
5641,80
2977,747
3170,879
1075,158
5190,989
7266,779
6124,53
7569,665
9945,676
3227,967
3230,327
6618,213
1711,142
5253,212
9618,682
8233,926
7258,188
1159,179
3694,208
205,242
5391,84
9933,426
2325,857
3816,192
9678,866
1606,752
7352,353
9016,292
8527,441
7296,102
3783,111
7923,186
1344,64
2640,241
7884,871
7252,67
9763,340
530,380
9514,543
5335,635
6514,68
7624,769
9428,900
1047,68
4748,59
1991,870
3835,432
6373,798
6943,370
8360,578
2232,511
321,468
4074,151
9613,251
103,40
6420,593
705,661
7806,795
8599,247
7469,358
2044,115
5587,678
6238,592
7913,364
4553,116
6913,877
3250,774
7942,589
2636,486
5836,962
3443,100
9711,50
1998,900
9869,14
737,278
6857,481
7551,360
2505,372
3776,727
6170,778
4118,818
1959,565
3142,264
3634,185
2087,793
4275,339
4899,328
8058,85
2274,754
5345,934
7672,808
752,410
7385,737
1700,444
5289,380
8158,270
4188,1007
1481,148
1116,930
3874,835
2419,912
67,214
4571,457
6488,280
8631,487
1131,837
4158,219
232,399
630,577
833,915
7429,476
7147,615
9159,560
4710,479
2409,445
5516,545
6013,692
3382,730
4621,442
1170,965
7823,755
2644,989
2568,73
7618,584
4978,690
3469,385
2465,655
8116,300
2945,357
1256,604
1582,681
9797,733
361,563
7708,295
243,425
5832,52
6915,904
9556,668
933,107
1944,66
3154,717
7273,241
7312,524
4852,739
6350,702
4156,552
6993,329
916,941
1686,375
7150,969
7494,804
6122,559
6461,760
363,736
368,584
1631,67
7520,384
9062,336
9557,590
2340,868
8952,630
2101,795
2988,59
8172,431
1149,60
4939,276
7057,679
8942,468
6229,209
893,457
9488,870
4361,667
4582,400
5789,443
7442,119
5447,125
8598,114
167,628
8072,43
2094,692
8070,953
9768,671
1243,983
8917,33
5569,774
1736,430
1719,466
2188,626
3513,603
2531,211
6716,710
867,958
375,530
320,110
959,805
4311,388
5915,175
6786,384
9608,210
7065,462
6727,761
4627,112
7581,113
3386,496
4960,82
6058,341
1654,953
5524,510
8356,179
3206,672
5366,732
3554,905
5797,481
1392,967
9537,864
8051,85
3296,353
7088,686
50,528
8718,310
9577,542
9004,291
6615,644
8343,666
9093,949
9482,333
5089,887
3286,536
5230,547
905,737
3565,166
8675,457
9469,805
5588,978
8661,267
751,651
7818,547
7041,787
3582,18
6443,848
6511,197
3370,594
6227,922
2514,344
4115,941
8716,470
6307,653
1609,268
5792,699
6302,256
4727,912
7138,112
1151,504
8165,598
3767,879
7398,722
6387,498
4344,503
2545,924
2795,252
6741,419
9909,119
161,275
7560,710
1156,37
9772,150
3182,575
3475,382
4818,840
9066,331
308,784
6589,140
2392,821
7176,490
80,187
542,838
7527,561
9737,864
850,787
3562,103
8528,581
4504,531
1246,280
256,133
1656,325
2510,46
5553,634
5,990
7134,528
3083,877
5363,100
8219,948
9632,893
3489,86
1501,539
6790,349
8380,548
1212,906
8047,447
8388,602
499,746
2814,240
5840,327
5284,157
4362,268
6607,292
4929,737
1610,481
149,593
3902,722
9127,867
5307,227
6813,652
5213,706
8115,135
1830,267
3619,240
4880,918
7204,752
656,462
483,480
3174,464
3637,242
351,250
9924,821
6437,97
2082,149
44,863
1714,829
2629,763
7598,344
6737,518
5309,745
3441,504
3190,726
557,631
293,776
5154,686
7281,635
2916,398
3732,758
9454,257
5138,39
7633,934
5125,462
3378,284
8275,795
8538,1018
539,270
3828,21
4193,686
7122,773
6285,370
4129,680
6060,115
5584,286
9210,876
3044,463
5384,269
4390,6
7271,570
3119,967
2794,181
9749,719
9981,715
1033,370
9855,436
27,637
2178,706
7789,805
7548,577
1348,475
4443,315
5249,617
4549,265
9196,106
3811,265
4755,523
9307,867
7461,299
3572,510
4180,475
4594,426
859,558
4920,536
3026,565
