mutant,killedbynt
6883,55
4605,52
6248,63
4794,59
8408,45
4466,54
319,52
6249,48
3598,51
2566,48
7703,54
3694,53
9344,57
8314,45
9799,48
3624,56
4525,61
6990,54
8498,45
3079,49
8435,44
3948,60
9988,48
5705,56
3586,54
5564,30
1423,59
2064,40
9116,42
6711,54
9789,43
4858,62
4486,54
9708,60
8807,48
6076,50
9363,58
9053,35
4615,45
3779,45
7219,60
4133,49
7013,50
7382,56
8325,55
2915,47
3169,55
553,44
3414,53
473,65
1863,47
1030,50
7462,50
930,49
6111,66
6475,48
7549,44
7170,52
2416,55
2130,54
7921,49
5423,71
546,51
2312,41
1147,42
6865,53
255,48
4154,37
5515,57
5580,54
9110,53
6928,43
2169,52
7274,44
3671,38
3836,37
1023,41
7281,50
7557,41
5590,52
1385,54
8980,40
3430,54
34,42
7429,49
6068,50
9662,56
4202,52
4795,50
3601,61
6664,44
5954,51
7342,50
5438,48
7786,51
6337,62
4753,50
5540,48
7852,62
4365,53
7283,51
5488,54
5608,37
9913,64
9861,49
234,51
4609,45
9538,49
1189,39
6718,62
1018,48
6408,52
2791,42
5287,64
6826,45
7543,62
1509,45
2152,52
6871,43
7626,65
4968,50
5557,54
8664,49
6224,49
4847,53
9968,47
5632,56
1163,39
4282,45
8579,54
4226,54
3695,50
2028,53
3612,59
3184,56
4433,48
3054,47
1571,51
1226,52
4216,60
5529,56
6546,61
3174,41
6751,60
7103,47
3057,57
224,59
687,55
3187,49
4482,56
6859,42
5767,45
8967,48
7842,43
8914,39
262,58
316,42
1007,45
5854,44
6227,64
3381,49
8755,39
2535,50
8552,51
8641,38
2042,37
2934,46
7670,40
8898,53
9737,48
9593,55
3296,56
4056,48
4130,54
4196,32
2281,49
7903,49
9248,58
5261,44
1832,47
4567,51
4747,52
4937,47
8660,42
3341,55
7461,48
5032,53
338,54
5435,47
7513,56
5650,45
9891,36
4854,47
4518,48
6316,48
2793,53
5539,60
5623,43
1568,60
6866,64
5483,66
9071,50
8995,54
4378,49
443,43
6608,54
6618,33
4975,44
5328,57
4309,51
2717,56
5329,44
3869,53
1535,54
1161,51
9597,53
3201,52
2645,41
9812,51
9751,53
9005,50
3688,49
7988,46
5860,59
8472,54
7145,67
8786,53
762,39
7245,43
6982,57
9964,56
9806,45
299,41
2564,56
4893,42
1498,43
9998,48
2394,51
6970,56
174,46
2499,43
1056,56
3108,58
954,44
1047,49
6237,54
7502,55
395,37
6153,40
1564,54
4554,52
5744,51
3992,50
4939,44
8369,45
2382,61
4010,43
2663,41
4367,47
7088,57
9170,51
8721,57
1682,45
1273,56
6395,46
6508,41
8148,55
8183,46
5635,44
8846,54
2610,50
6226,53
5852,54
6644,55
107,43
3748,48
1002,45
3575,44
1305,51
8610,48
9197,49
5249,49
4296,37
2415,56
4723,43
6026,48
8689,61
8367,53
754,50
2801,78
8943,56
6723,49
6943,55
4289,47
7597,46
212,63
3666,61
5374,51
7443,41
7615,58
8752,46
7548,64
3753,46
3048,48
2178,53
1886,56
1992,51
9875,60
5880,62
694,43
1834,54
9903,38
273,48
315,48
967,53
2904,56
6603,57
8706,43
250,62
2947,44
7178,52
5459,61
1604,49
1041,46
3852,44
2611,68
270,48
9635,56
2127,49
9721,56
6526,52
1484,41
6013,40
6876,53
1664,51
3335,54
9070,58
8835,47
6137,39
3212,55
3408,45
1857,46
9308,51
3451,50
3524,49
8565,56
8750,59
2129,52
9763,41
5026,55
2258,52
7556,42
5742,58
6469,39
4361,58
9188,44
6267,53
2855,54
6802,54
1372,45
8754,39
7940,46
9018,52
890,53
7829,57
6641,29
8793,49
9216,49
837,50
3979,50
5142,52
3649,55
5201,45
1389,47
5801,48
3133,35
7246,63
8677,47
6849,51
335,52
1725,38
3630,50
3912,39
5647,48
7574,60
5629,64
9443,44
1266,57
6181,53
1078,46
9346,45
2330,55
5547,54
835,63
7840,64
5020,43
2826,55
3479,57
5200,56
6768,64
3200,55
7677,60
1035,44
2762,51
386,54
9317,63
719,65
5795,47
4758,58
7758,59
1506,47
6636,44
8935,50
3355,54
9438,52
1703,49
2551,46
4857,61
541,63
1058,31
4363,50
6098,40
1019,58
7107,45
7960,40
2380,44
9168,50
3991,37
1020,44
135,49
1292,40
4886,52
7588,48
7036,58
9605,56
1076,54
5976,60
3929,48
9594,65
6777,53
9450,42
5047,74
8101,53
2074,51
4184,52
1136,40
4842,50
2980,51
3791,53
8563,48
4695,43
2493,60
1249,36
1146,64
1603,45
8715,68
5243,53
7821,58
5508,66
3195,38
291,49
6744,42
1392,43
4651,61
48,58
4462,65
4092,48
7713,62
7889,63
8012,49
9273,41
8837,41
5028,48
5809,51
7185,51
2830,47
5428,50
769,44
7505,54
2340,52
9082,45
3803,59
290,59
6909,50
4805,61
6910,42
991,47
5376,48
8169,51
794,40
7220,47
2785,48
3192,38
5844,49
6339,42
5661,41
2290,57
3439,52
3306,51
6350,53
1733,52
8186,56
3715,58
1505,43
1272,62
9269,45
7007,46
183,43
7518,45
2292,58
4249,46
1942,44
7694,48
8315,42
2206,54
2407,52
9360,45
485,57
6417,44
243,47
2877,48
3251,60
3522,46
2816,67
4393,46
432,46
806,55
7263,47
8505,40
6816,56
3253,61
202,52
2706,52
4547,55
9142,59
9966,49
6515,48
9756,58
122,51
3868,49
3880,45
6053,54
1371,45
2072,43
6969,57
5064,52
828,53
9141,50
5124,39
4820,49
294,51
5072,40
4603,44
5886,58
4192,47
6157,54
6211,40
7530,41
6781,51
3325,44
1318,58
8461,58
7709,49
3616,60
1483,49
2522,57
5105,52
3245,53
1673,50
2848,53
2742,43
8739,61
8002,50
8364,49
1339,48
4089,50
6993,59
5486,52
556,49
5887,56
3972,60
2041,40
7166,52
136,46
9463,41
510,45
9340,57
1648,41
2797,41
8370,52
8382,57
1712,56
295,45
1160,54
4965,44
9531,54
9583,48
4771,47
1352,52
5165,38
9905,56
9885,48
3342,62
5314,45
720,51
2193,59
981,58
1153,50
1213,52
5503,73
7540,58
3009,42
8832,45
2713,48
5217,48
7995,50
9158,49
2600,46
2987,54
1256,44
8397,51
8303,43
4675,49
7201,55
8054,55
3003,44
110,55
804,51
9359,34
6881,49
112,50
7977,54
2617,50
303,58
8412,50
3744,38
8484,47
1978,62
3918,65
729,57
6303,43
2893,39
5950,48
4878,45
475,52
6787,44
1381,55
576,57
105,50
6195,48
7959,65
5088,46
9720,53
3347,51
2976,53
4839,53
9604,45
9126,57
9878,62
2901,49
4271,45
507,48
1628,49
5106,50
8143,42
1653,40
9815,61
424,54
9017,41
994,56
1096,37
5757,45
9908,46
8237,57
2931,54
5793,41
6247,58
4962,56
6707,50
5352,46
423,47
2772,59
643,55
4304,55
9177,45
6329,50
2435,51
3532,57
2160,45
7289,43
7369,56
7759,48
3573,48
8297,43
5082,42
471,47
6179,41
3390,36
5033,40
2899,42
4411,54
7304,52
8311,62
8219,41
554,49
9276,54
3903,58
7830,60
1613,51
2054,55
2472,56
5667,60
8451,60
3129,53
4469,58
7447,53
256,44
7972,40
4440,52
3232,59
9241,65
4461,49
2578,50
2026,46
5091,53
7826,54
2937,55
5803,71
3277,51
6509,54
6773,49
4770,47
3990,61
7033,57
2467,47
4548,55
5296,48
9414,44
5050,45
3932,52
2798,39
7472,57
8502,60
9856,48
773,47
163,49
4872,50
6942,61
638,52
5968,61
9210,39
192,48
8766,50
8840,40
2998,53
4144,47
1849,37
43,46
8107,49
4774,44
2503,57
7064,54
6376,69
4478,45
584,61
8423,59
8177,47
5164,43
9392,49
3247,47
1817,59
5394,47
8394,42
3535,47
