ntests,atleast,atmost,exactly
0,10000,161,161
1,9839,376,215
2,9624,551,175
3,9449,738,187
4,9262,940,202
5,9060,1139,199
6,8861,1364,225
7,8636,1575,211
8,8425,1788,213
9,8212,1983,195
10,8017,2185,202
11,7815,2370,185
12,7630,2568,198
13,7432,2786,218
14,7214,2998,212
15,7002,3202,204
16,6798,3453,251
17,6547,3654,201
18,6346,3861,207
19,6139,4078,217
20,5922,4278,200
21,5722,4464,186
22,5536,4697,233
23,5303,4905,208
24,5095,5118,213
25,4882,5329,211
26,4671,5534,205
27,4466,5732,198
28,4268,5950,218
29,4050,6157,207
30,3843,6360,203
31,3640,6565,205
32,3435,6780,215
33,3220,7004,224
34,2996,7208,204
35,2792,7410,202
36,2590,7619,209
37,2381,7827,208
38,2173,8014,187
39,1986,8195,181
40,1805,8393,198
41,1607,8553,160
42,1447,8715,162
43,1285,8879,164
44,1121,9046,167
45,954,9177,131
46,823,9304,127
47,696,9407,103
48,593,9491,84
49,509,9578,87
50,422,9649,71
51,351,9728,79
52,272,9793,65
53,207,9842,49
54,158,9872,30
55,128,9907,35
56,93,9933,26
57,67,9953,20
58,47,9970,17
59,30,9978,8
60,22,9986,8
61,14,9990,4
62,10,9992,2
63,8,9995,3
64,5,9997,2
65,3,9999,2
66,1,9999,0
67,1,9999,0
68,1,10000,1
