mutant,killedbynt
5379,63
4192,68
3705,15
1259,55
7080,82
8197,32
904,36
2480,4
4340,9
7756,14
9967,5
843,13
7954,22
4369,68
4723,62
4458,8
2828,29
5174,100
9655,98
7967,26
6219,87
8846,73
5789,75
2591,32
4747,83
9463,21
1540,51
7294,73
7978,77
4047,14
328,72
1823,93
3041,94
201,35
4904,18
518,51
9266,93
5472,92
7856,66
809,88
2169,52
4868,35
5786,105
1333,4
1148,66
868,42
2739,60
4441,22
1658,0
3626,34
4166,64
3924,53
7199,103
4332,81
7197,14
4341,56
5763,14
6236,97
3458,54
8279,102
8481,3
8499,87
607,83
4707,67
8613,49
1377,13
3559,95
4936,28
9743,55
3503,100
7891,78
2424,27
2347,37
8896,45
6484,16
7623,73
1257,47
2802,40
8333,10
1467,42
438,55
3102,72
7192,63
9090,61
8348,70
6536,76
5110,1
7723,4
6475,51
1898,27
1484,18
3625,91
4491,65
7593,19
9247,33
895,2
6990,80
2123,42
6625,71
6737,59
8123,92
9350,54
8772,53
1032,42
9749,59
8369,34
573,9
3762,57
6822,2
8597,48
2879,71
5390,66
2824,37
4453,75
332,104
1495,43
1899,78
7703,25
744,58
6393,79
4782,19
1186,41
1421,92
7391,37
1038,73
7531,8
5233,29
6694,15
5408,74
2369,46
1121,76
9180,4
1193,9
2040,83
7822,20
4510,68
6509,58
8682,66
1850,23
6273,0
6956,18
3182,38
7638,85
7964,36
1568,98
5398,55
8732,87
2974,90
6525,14
3154,51
1292,72
9910,86
412,128
5300,90
4924,11
1346,87
8519,38
506,86
9325,73
9916,42
9307,72
4856,96
1579,96
8644,58
1920,55
7819,17
5769,55
8539,13
7410,118
8168,83
73,61
681,36
1204,54
6295,40
7021,84
7927,48
263,103
419,93
428,101
6519,38
4266,84
2582,89
8654,29
1390,25
2877,44
7646,11
8384,67
2755,41
3040,83
3048,7
4934,27
5067,12
3323,16
3265,40
5692,71
5622,73
5646,47
5492,92
4682,34
5018,86
5136,18
5758,70
5161,11
3724,13
7418,8
7306,82
8261,11
6372,68
7729,42
7311,86
9249,53
5322,19
8271,78
5693,67
2944,69
1054,12
8796,63
8570,32
805,39
8355,74
8950,64
335,53
1004,62
3362,89
4635,35
2847,48
5457,101
4931,40
1122,12
4776,98
2428,8
4887,36
5488,94
2019,55
6959,49
5445,9
6359,20
8690,11
954,13
1636,58
3610,93
3891,72
9533,1
3351,22
6592,3
1700,72
5308,19
5747,85
9121,5
6102,6
2309,27
7930,55
4533,4
5108,51
3394,69
7796,66
716,85
5733,80
619,38
9491,75
9074,65
1279,93
5384,82
1383,79
6681,59
7594,110
8587,60
6648,104
2291,11
5112,7
1106,39
4496,72
7816,50
296,22
9125,67
6014,93
8026,10
777,86
9858,54
3002,94
614,51
2200,107
1086,5
1366,20
6738,75
7211,92
1505,26
645,93
8541,46
8606,46
3413,19
6917,76
3709,44
3473,10
5158,33
9794,75
1056,1
7622,62
8761,10
819,46
3248,51
6860,14
5598,54
2057,92
6347,94
4096,84
8942,52
9445,15
9232,47
5297,65
5302,83
8449,2
3706,38
2106,68
8611,68
5107,63
1016,54
1782,98
1783,38
4828,53
3167,94
9241,71
8699,70
2368,42
3099,42
4842,51
6321,34
4353,14
7807,62
2378,23
4582,50
9879,94
2907,75
9742,51
7050,16
1517,23
1001,59
282,29
4073,12
3769,71
250,17
2358,43
5796,46
7782,50
2472,73
1709,4
8346,40
6619,32
925,84
9038,41
3701,72
7483,2
2216,94
379,84
5548,42
7450,76
1765,70
2217,28
2232,92
4181,42
859,67
3773,9
8477,80
8189,6
9399,101
470,84
7095,15
6507,14
3243,58
7733,91
8038,67
8460,75
8006,22
7502,50
1338,37
5265,58
7556,69
9641,21
6552,53
7239,51
8907,75
8962,103
6979,63
8418,24
1604,11
102,84
9163,66
4363,59
4978,21
5344,77
1873,56
8951,68
9169,83
3480,99
2531,77
6595,23
5075,69
6251,18
8386,56
1202,46
9291,63
747,43
3098,90
7654,55
1944,78
7745,39
6173,77
9217,84
1580,42
3091,61
8838,22
2341,4
9926,34
9209,48
1664,31
5723,50
2390,82
3495,17
4823,5
7975,22
2360,34
2474,15
473,33
1449,65
8151,91
945,52
8383,8
2556,64
1154,22
4911,80
8622,105
5202,3
5515,27
2839,102
3186,34
3896,80
3620,18
3839,24
4518,92
7379,21
1099,46
7122,52
2535,15
9024,66
2094,5
5641,99
2976,49
3660,70
1965,82
7521,15
9771,51
5377,21
7327,70
4980,24
3101,91
863,54
7956,36
6597,17
7288,17
9123,0
1777,61
9799,104
5539,9
955,65
8810,55
6858,27
676,40
589,95
8738,80
3713,78
5363,59
2313,40
4069,58
7550,20
7054,34
4883,64
7334,35
8378,90
1150,59
7625,57
9356,4
2501,62
5844,49
9442,79
3044,57
7780,98
101,73
8948,25
6962,64
4677,44
3512,53
2908,86
1905,57
3400,35
5485,62
4254,5
1438,2
3693,80
4999,51
6088,73
1564,57
6556,55
8836,82
3570,5
3387,93
4294,71
4082,33
929,65
8764,36
6948,34
2187,4
1516,62
6827,48
3441,17
6201,9
6576,8
5305,18
1521,1
3879,57
7099,85
9633,2
9079,19
944,78
2319,25
3036,92
800,98
4273,77
4650,59
2593,16
8118,49
5813,13
8237,23
5238,2
5287,67
5903,41
2370,58
9188,38
3342,42
4982,26
8870,47
6861,2
3226,77
9202,17
5456,74
3742,58
4561,69
2541,73
6304,2
7270,87
8908,42
2003,87
3470,3
9988,34
2746,23
7085,28
8756,75
3539,28
4875,57
8719,35
2656,103
2279,73
3508,15
5907,71
8895,24
2332,7
4914,5
7366,65
6997,70
764,84
4538,31
9606,22
6603,51
2624,64
4840,80
5967,24
9727,35
3552,77
7639,16
9815,65
2991,84
4313,5
1922,32
7377,53
7274,3
4784,65
1455,52
4804,39
6999,58
2633,10
593,68
7525,84
8476,74
1241,84
2433,6
1839,35
7135,82
7976,77
7929,23
2961,97
9354,78
6678,55
4532,80
3081,1
7657,62
3867,12
1242,85
5454,52
290,50
851,100
1260,56
4993,1
875,34
4619,72
244,1
776,46
833,44
7504,45
7813,95
7803,44
2189,24
4627,89
1386,83
4594,45
810,29
5800,29
421,69
6314,3
6340,87
4018,66
9140,30
3164,81
253,8
4063,102
1772,20
5493,63
5735,34
7259,80
5782,2
9139,59
387,25
1727,84
4286,44
146,13
7772,60
6747,28
5451,54
1088,46
5677,77
6539,20
6808,27
1529,101
1645,32
9569,53
9975,100
3636,65
8368,86
2359,54
7568,62
3455,77
509,5
3519,63
4807,68
6963,74
8397,76
2393,3
5564,97
1081,4
8645,89
3934,98
7359,7
