ntests,atleast,atmost,exactly
0,10000,12,12
1,9988,26,14
2,9974,49,23
3,9951,70,21
4,9930,84,14
5,9916,107,23
6,9893,124,17
7,9876,150,26
8,9850,168,18
9,9832,186,18
10,9814,209,23
11,9791,236,27
12,9764,272,36
13,9728,295,23
14,9705,324,29
15,9676,347,23
16,9653,363,16
17,9637,393,30
18,9607,421,28
19,9579,448,27
20,9552,470,22
21,9530,495,25
22,9505,520,25
23,9480,538,18
24,9462,564,26
25,9436,591,27
26,9409,622,31
27,9378,662,40
28,9338,688,26
29,9312,717,29
30,9283,747,30
31,9253,778,31
32,9222,808,30
33,9192,848,40
34,9152,885,37
35,9115,924,39
36,9076,962,38
37,9038,1010,48
38,8990,1050,40
39,8950,1096,46
40,8904,1135,39
41,8865,1181,46
42,8819,1233,52
43,8767,1282,49
44,8718,1327,45
45,8673,1371,44
46,8629,1412,41
47,8588,1467,55
48,8533,1527,60
49,8473,1598,71
50,8402,1655,57
51,8345,1715,60
52,8285,1782,67
53,8218,1841,59
54,8159,1891,50
55,8109,1962,71
56,8038,2035,73
57,7965,2114,79
58,7886,2198,84
59,7802,2276,78
60,7724,2366,90
61,7634,2448,82
62,7552,2526,78
63,7474,2623,97
64,7377,2718,95
65,7282,2831,113
66,7169,2956,125
67,7044,3097,141
68,6903,3212,115
69,6788,3356,144
70,6644,3512,156
71,6488,3673,161
72,6327,3833,160
73,6167,4010,177
74,5990,4225,215
75,5775,4432,207
76,5568,4665,233
77,5335,4919,254
78,5081,5212,293
79,4788,5530,318
80,4470,5860,330
81,4140,6245,385
82,3755,6670,425
83,3330,7155,485
84,2845,7660,505
85,2340,8165,505
86,1835,8683,518
87,1317,9143,460
88,857,9523,380
89,477,9759,236
90,241,9895,136
91,105,9950,55
92,50,9979,29
93,21,9996,17
94,4,10000,4
