mutant,killedbynt
7276,10
3034,20
3710,35
4047,12
8867,65
3544,36
1848,47
3301,4
4961,40
5178,60
1610,39
7589,30
7964,4
8558,49
727,24
6549,45
1145,36
1934,50
6389,54
4291,25
9562,13
9109,57
9570,2
4972,49
3606,24
7539,40
5595,27
1914,10
2284,10
9695,60
8361,20
7640,22
1972,42
9978,39
5542,30
5925,39
2339,39
7319,28
7404,8
5021,41
8768,60
1557,40
8083,50
4192,34
4499,29
2638,22
1608,14
6281,37
1990,13
1159,27
6919,28
2881,49
2939,21
345,4
8260,43
4513,19
6470,28
1666,3
7490,31
4460,5
5051,22
4497,6
2246,38
2626,10
8212,8
3837,15
2631,38
9854,27
7340,43
6258,21
9476,19
826,38
4056,25
795,29
6239,25
3484,37
1220,26
3067,11
2517,27
575,41
1985,31
2273,4
6524,26
5398,6
8921,29
4410,31
3093,54
2589,14
9800,22
2661,54
1160,22
3562,33
6416,50
3193,10
6238,64
4082,41
9912,11
7806,24
7051,14
180,27
3314,7
4880,4
8660,0
301,13
5181,36
9390,27
6908,3
8749,16
5689,0
8941,4
2872,7
3879,13
2546,13
5101,15
7980,38
1812,25
254,53
2289,52
9362,28
6326,53
5357,24
4914,11
9428,34
2838,31
2104,12
4019,17
3731,9
5798,45
1214,31
4688,31
3016,22
2295,10
3374,63
9764,34
508,32
6530,15
220,8
2545,32
7826,25
4576,10
720,28
8440,44
1649,62
7468,12
7543,52
6948,17
2977,34
3688,18
9525,39
325,42
1129,6
3114,34
5918,20
4609,61
4674,39
2561,11
731,7
5223,50
9684,43
9977,51
1180,42
1530,30
4938,54
1982,21
5199,42
8091,47
7322,48
2788,10
2283,44
9780,10
2268,36
147,7
3854,8
5017,7
7460,42
9771,28
5447,1
5622,7
9926,37
1915,15
7102,12
4640,49
4501,15
6127,17
9952,24
7344,18
9433,15
133,48
1696,40
7573,24
5420,4
8547,25
9737,19
2297,14
5445,37
1250,47
3485,55
5029,12
1720,36
4649,62
1352,44
7658,2
2247,45
1415,25
7795,46
2372,52
7353,11
7495,31
481,58
9086,30
4903,62
7756,24
9303,7
2925,14
8521,45
7619,45
305,26
8422,64
6464,55
5630,7
7429,40
9155,12
4342,37
1349,20
5655,39
2257,29
5682,14
5887,22
6728,47
4764,21
5250,41
9496,3
4414,14
9942,17
7878,30
1421,18
1070,24
2232,34
3904,32
7445,28
2049,18
7733,3
3735,53
8008,32
5439,8
9015,50
2774,30
8125,23
1233,8
1663,1
6959,45
5978,3
504,8
2389,52
7841,40
8614,50
9514,1
956,13
9396,5
971,26
1194,1
3589,41
6600,57
7948,12
7797,48
2876,26
2009,55
6253,13
9546,63
2580,22
5048,14
9367,35
3355,27
8825,29
2822,54
3145,20
2936,37
9140,1
3284,22
1091,37
7050,44
5418,8
7026,22
3231,33
5306,5
9311,10
8496,16
9757,43
6927,51
9273,7
7017,55
5658,40
3915,44
3472,34
6932,26
8213,14
112,10
8117,13
6234,25
1619,35
8277,12
9017,0
9071,28
8205,40
2992,8
8914,31
9786,16
4012,20
9247,0
944,47
8063,49
5031,38
4134,25
1926,57
2691,54
807,54
239,49
4557,6
7330,26
9898,60
2424,26
4025,26
713,44
9061,51
9874,43
1711,3
4104,29
5541,28
3888,36
4017,56
3623,4
8165,57
9794,30
6766,46
2430,47
2158,66
4176,20
5687,44
4023,49
9019,44
2756,33
3058,43
2754,12
2843,37
6187,6
6977,24
6437,24
7522,15
5265,43
2005,19
8305,26
2668,13
3144,23
2455,18
379,42
9971,8
1191,42
3008,29
6548,19
1289,49
733,30
8779,12
5227,1
9895,52
877,13
8433,36
9710,46
1436,30
9079,11
1659,0
5483,41
6559,39
858,5
3085,4
2755,30
5898,36
6923,21
502,7
7298,29
2242,4
3321,50
4684,40
7758,41
2704,15
4246,6
5955,35
2518,11
3470,46
6425,47
9575,12
8939,50
361,29
5731,29
2395,50
4358,49
986,10
4598,24
7192,2
7628,25
179,43
6139,32
7141,11
4007,38
7071,49
3671,52
3567,0
4989,29
6572,43
6698,20
3905,34
155,0
110,29
2931,45
7774,44
3189,48
5944,44
4690,17
5280,22
2040,27
1470,21
7386,23
1116,22
4860,56
1227,42
9490,39
9657,64
4233,23
4753,41
611,23
2640,7
5515,46
9682,25
9938,53
2285,30
3537,42
4979,36
7447,49
960,10
7428,39
1249,65
4818,44
1873,65
863,39
7811,55
1992,35
2099,13
1315,38
5535,32
5330,25
6587,17
7480,15
551,38
5713,27
867,37
5656,11
8710,30
4199,42
7838,31
8211,45
6674,16
8021,8
1314,22
5826,10
7269,28
3882,6
7549,53
7666,22
3829,26
4820,46
3648,47
8759,0
2601,0
3954,43
7507,5
531,22
3916,40
7303,48
7364,34
2385,33
1822,26
4761,21
8929,11
9611,18
3658,23
740,27
6156,26
6274,62
