ntests,atleast,atmost,exactly
0,10000,208,208
1,9792,403,195
2,9597,600,197
3,9400,799,199
4,9201,994,195
5,9006,1192,198
6,8808,1401,209
7,8599,1611,210
8,8389,1826,215
9,8174,2055,229
10,7945,2259,204
11,7741,2513,254
12,7487,2770,257
13,7230,2984,214
14,7016,3228,244
15,6772,3494,266
16,6506,3750,256
17,6250,4013,263
18,5987,4258,245
19,5742,4487,229
20,5513,4757,270
21,5243,4998,241
22,5002,5264,266
23,4736,5522,258
24,4478,5806,284
25,4194,6082,276
26,3918,6420,338
27,3580,6702,282
28,3298,7003,301
29,2997,7320,317
30,2680,7618,298
31,2382,7933,315
32,2067,8222,289
33,1778,8501,279
34,1499,8779,278
35,1221,9020,241
36,980,9215,195
37,785,9403,188
38,597,9559,156
39,441,9679,120
40,321,9775,96
41,225,9837,62
42,163,9892,55
43,108,9934,42
44,66,9956,22
45,44,9975,19
46,25,9985,10
47,15,9991,6
48,9,9994,3
49,6,9997,3
50,3,10000,3
