ntests,atleast,atmost,exactly
0,10000,163,163
1,9837,336,173
2,9664,520,184
3,9480,676,156
4,9324,868,192
5,9132,1046,178
6,8954,1253,207
7,8747,1435,182
8,8565,1611,176
9,8389,1810,199
10,8190,2005,195
11,7995,2194,189
12,7806,2411,217
13,7589,2579,168
14,7421,2768,189
15,7232,2957,189
16,7043,3139,182
17,6861,3330,191
18,6670,3519,189
19,6481,3683,164
20,6317,3843,160
21,6157,4025,182
22,5975,4220,195
23,5780,4417,197
24,5583,4599,182
25,5401,4788,189
26,5212,4967,179
27,5033,5149,182
28,4851,5337,188
29,4663,5526,189
30,4474,5710,184
31,4290,5889,179
32,4111,6088,199
33,3912,6273,185
34,3727,6468,195
35,3532,6629,161
36,3371,6815,186
37,3185,7008,193
38,2992,7203,195
39,2797,7368,165
40,2632,7561,193
41,2439,7728,167
42,2272,7912,184
43,2088,8087,175
44,1913,8269,182
45,1731,8431,162
46,1569,8593,162
47,1407,8760,167
48,1240,8893,133
49,1107,9024,131
50,976,9175,151
51,825,9298,123
52,702,9404,106
53,596,9480,76
54,520,9562,82
55,438,9639,77
56,361,9692,53
57,308,9762,70
58,238,9820,58
59,180,9864,44
60,136,9898,34
61,102,9922,24
62,78,9946,24
63,54,9962,16
64,38,9976,14
65,24,9984,8
66,16,9989,5
67,11,9992,3
68,8,9995,3
69,5,9996,1
70,4,9997,1
71,3,9998,1
72,2,9999,1
73,1,9999,0
74,1,9999,0
75,1,9999,0
76,1,9999,0
77,1,9999,0
78,1,10000,1
