mutant,killedbynt
8616,500
8958,471
5938,524
1122,514
2692,494
2396,465
7766,508
761,483
4609,539
5232,497
3091,508
6459,464
6113,488
7937,515
9403,482
9532,520
5179,495
8171,526
6686,501
4337,532
2243,495
9976,476
4186,496
6482,496
6945,473
355,509
1487,518
7616,479
6972,502
3735,480
8652,524
2767,482
695,498
2416,496
9587,464
64,510
4920,528
6063,559
6903,528
1511,503
7224,509
3359,544
3103,504
2399,541
8512,490
8012,520
1400,495
1390,485
4188,543
7703,527
1949,486
4627,504
4718,511
5344,469
9600,483
1241,492
1351,437
7245,509
4854,513
7342,499
8558,515
819,467
3206,480
7591,502
9343,538
1350,523
5220,513
9764,496
5811,489
2842,487
7862,515
732,518
3407,506
3731,485
7323,495
5507,469
3337,490
292,488
5032,534
5843,457
808,488
5463,484
9015,577
3114,465
3836,507
4230,539
6873,493
8523,538
157,489
9551,479
2705,534
6523,503
7338,478
5023,528
4315,509
8121,489
9927,491
9482,530
2594,472
3467,540
345,498
5613,502
8351,462
3896,524
7170,498
5332,476
198,487
6544,506
6818,489
5315,501
7551,539
1179,495
1681,470
3499,515
719,464
5600,495
6729,523
3478,514
9836,495
3504,497
3062,506
3616,517
4849,508
2161,516
9166,493
958,495
4741,495
8556,486
1700,521
2338,475
5549,494
763,515
9005,499
8843,493
3706,458
1321,472
1281,488
6448,520
2659,550
2686,485
4581,540
7851,464
7929,494
8277,540
3631,494
1521,512
5003,494
1229,475
5693,499
2052,498
2762,517
8940,498
1979,488
988,491
6079,484
3553,550
4883,487
5310,505
303,523
7335,546
5475,523
1071,522
6085,524
1689,479
8671,537
4739,508
6957,518
1954,538
820,522
1826,530
7,440
2258,495
981,557
9707,509
4671,498
8713,487
4833,486
8419,556
8887,482
609,517
1126,483
6001,498
8416,491
7707,536
213,497
623,510
6991,477
6231,492
3737,526
8156,501
9756,491
2012,493
3562,524
9843,488
5703,532
6987,492
2310,499
866,529
4397,539
7806,493
488,493
3718,469
9888,508
2831,518
5307,521
3629,551
7987,511
5833,519
2364,521
3748,476
231,490
5271,482
8439,552
9792,477
3088,545
2596,466
6025,523
5993,533
4198,491
2382,526
8486,512
2266,513
4550,522
647,480
270,528
4510,548
5583,497
446,499
840,495
5941,529
7465,519
9269,501
1918,466
8728,520
3847,530
4251,498
2728,494
8004,491
2450,520
2945,527
9655,487
3169,492
177,478
6732,504
1617,526
9378,505
1277,505
9548,534
6135,499
2889,501
8022,508
9490,487
9323,500
4147,519
2345,511
3107,507
1776,511
353,533
7563,457
7747,481
3561,539
5485,521
3769,460
9930,482
9926,454
1212,545
8304,499
8129,511
1357,521
7109,495
9911,508
6300,495
5104,551
7940,512
5734,478
8160,535
6097,464
2669,507
3425,480
5374,471
9254,519
7044,517
7698,526
7879,495
9336,526
6654,519
8876,512
4156,545
8453,514
9455,495
6172,511
8198,488
8110,495
3387,500
4492,506
3796,502
5780,559
2682,519
9485,466
9923,456
835,487
7664,501
8073,505
3944,525
9603,570
3283,529
8596,504
3923,492
6177,503
4085,510
3042,487
4693,508
7497,487
862,492
129,544
4726,529
9596,503
8252,527
3012,515
6259,510
1258,522
4799,546
5918,477
1604,502
5548,469
964,483
336,552
5440,509
6681,476
6948,490
659,515
1006,472
2582,526
5456,515
2680,514
9147,511
9433,473
416,490
1477,478
5263,495
34,469
7160,492
6630,503
3992,482
3232,485
6967,552
6376,527
8903,514
5312,495
4336,498
309,505
806,477
6854,517
5407,525
4278,472
4866,468
2804,511
5366,515
2434,510
5193,505
491,498
8700,473
4780,486
1462,518
3771,508
8759,501
799,550
1395,532
4886,478
738,489
9014,512
1553,503
2092,511
4313,525
3585,491
8528,528
1948,498
2452,501
8095,514
