ntests,atleast,atmost,exactly
0,10000,9804,9804
1,196,9815,11
2,185,9835,20
3,165,9857,22
4,143,9878,21
5,122,9886,8
6,114,9893,7
7,107,9895,2
8,105,9895,0
9,105,9896,1
10,104,9896,0
11,104,9896,0
12,104,9896,0
13,104,9896,0
14,104,9896,0
15,104,9896,0
16,104,9896,0
17,104,9896,0
18,104,9896,0
19,104,9896,0
20,104,9896,0
21,104,9896,0
22,104,9896,0
23,104,9896,0
24,104,9896,0
25,104,9896,0
26,104,9896,0
27,104,9896,0
28,104,9896,0
29,104,9896,0
30,104,9896,0
31,104,9896,0
32,104,9896,0
33,104,9896,0
34,104,9896,0
35,104,9896,0
36,104,9896,0
37,104,9896,0
38,104,9896,0
39,104,9896,0
40,104,9896,0
41,104,9896,0
42,104,9896,0
43,104,9896,0
44,104,9896,0
45,104,9896,0
46,104,9896,0
47,104,9896,0
48,104,9896,0
49,104,9896,0
50,104,9896,0
51,104,9896,0
52,104,9896,0
53,104,9896,0
54,104,9896,0
55,104,9896,0
56,104,9896,0
57,104,9896,0
58,104,9896,0
59,104,9896,0
60,104,9896,0
61,104,9896,0
62,104,9896,0
63,104,9896,0
64,104,9896,0
65,104,9896,0
66,104,9896,0
67,104,9896,0
68,104,9896,0
69,104,9896,0
70,104,9896,0
71,104,9896,0
72,104,9896,0
73,104,9896,0
74,104,9896,0
75,104,9896,0
76,104,9896,0
77,104,9896,0
78,104,9896,0
79,104,9896,0
80,104,9896,0
81,104,9896,0
82,104,9896,0
83,104,9896,0
84,104,9896,0
85,104,9896,0
86,104,9896,0
87,104,9896,0
88,104,9896,0
89,104,9896,0
90,104,9896,0
91,104,9896,0
92,104,9896,0
93,104,9896,0
94,104,9896,0
95,104,9896,0
96,104,9896,0
97,104,9896,0
98,104,9896,0
99,104,9896,0
100,104,9896,0
101,104,9896,0
102,104,9896,0
103,104,9896,0
104,104,9896,0
105,104,9896,0
106,104,9896,0
107,104,9896,0
108,104,9896,0
109,104,9896,0
110,104,9896,0
111,104,9896,0
112,104,9896,0
113,104,9896,0
114,104,9896,0
115,104,9896,0
116,104,9896,0
117,104,9896,0
118,104,9896,0
119,104,9896,0
120,104,9896,0
121,104,9896,0
122,104,9896,0
123,104,9896,0
124,104,9896,0
