mutant,killedbynt
1664,1
1212,4
9297,6
5324,9
5442,4
9084,9
5580,3
7332,4
5080,10
9010,7
8446,8
9780,6
174,5
1443,6
3519,8
7643,7
7522,3
8188,4
8363,7
1823,9
7687,3
2126,9
6819,5
7803,13
9427,3
7276,7
1105,6
1765,5
2553,3
1196,7
8961,6
2209,7
5248,8
6540,5
8805,3
6741,4
7352,5
8412,3
8870,2
1865,4
3295,3
6518,3
4770,2
1104,2
1757,5
8568,9
2236,2
7788,5
8388,10
6471,7
5467,7
6522,8
2895,7
6445,5
9281,4
3962,6
3230,7
6716,10
7945,6
409,6
300,8
5468,2
2608,2
4186,3
3899,4
8194,7
370,6
3405,5
7892,2
1280,8
5010,3
5254,4
5824,3
3610,6
548,5
4596,6
871,8
45,7
539,2
4208,4
8403,6
616,8
980,8
4546,4
5538,4
5014,5
7776,3
7894,5
9592,4
1927,5
907,4
7910,6
367,4
4170,5
7468,9
9944,3
5780,5
5180,5
4600,2
7554,6
2581,3
8643,9
575,4
2072,8
6615,1
7939,6
6829,7
2824,7
3526,4
8577,6
9922,7
920,4
2837,4
4784,7
7611,3
4823,7
81,5
2611,4
3050,8
8755,5
3902,8
6123,4
5311,4
1303,7
1929,2
7993,4
1232,3
1021,2
820,4
9484,4
5902,4
5241,4
7435,5
5117,4
5560,6
5593,3
5252,4
5916,10
1767,8
3195,6
529,2
3938,4
4787,9
3972,5
8972,7
6486,4
4051,4
9611,3
7982,2
9583,4
4275,2
8425,7
627,10
1421,3
7908,10
1033,7
4972,1
8429,5
6213,6
9848,4
9385,4
5156,4
80,6
463,7
9980,10
4672,9
7791,8
9870,5
1613,9
4967,5
4633,6
7996,6
9067,6
3964,4
5931,2
5742,4
3893,4
3736,3
6072,6
5071,5
4251,6
42,4
7186,6
843,2
380,10
5697,12
1320,6
1440,7
2698,5
9041,3
3970,5
3638,3
1574,6
7016,4
1852,1
7052,7
5169,2
574,7
8504,7
6679,3
2086,8
3307,1
2994,3
7217,7
752,7
6691,6
3901,4
5001,8
7064,7
8911,4
2015,5
7324,6
1732,2
7946,6
3424,4
3665,5
2514,10
224,5
1271,2
673,5
2484,8
562,6
5694,8
9549,9
2299,6
3570,4
8463,2
1003,3
468,2
2082,6
4700,6
3423,6
5944,7
5243,4
4707,8
145,1
2933,4
9480,5
5856,6
3046,6
2689,9
3755,8
3437,6
6654,4
5733,6
6477,2
6994,6
968,6
1626,7
9975,8
4138,9
7464,4
9600,9
676,7
2381,8
4826,7
3,5
1707,6
2572,5
7787,7
4307,4
731,3
5947,4
78,2
6141,3
2359,6
591,5
340,7
8861,4
471,4
2237,5
5945,3
9689,8
2012,7
8247,5
2736,4
8735,6
6158,3
3711,5
9398,2
3569,3
9679,6
8595,3
6125,10
1362,6
6623,3
1889,3
4039,5
4101,4
3372,3
8320,5
1246,5
8183,6
1851,6
2310,8
2312,5
4889,5
8328,5
8604,6
8882,5
7686,7
9450,7
7290,4
6549,6
9977,4
8562,6
1328,4
3575,5
8984,3
7944,5
7434,7
406,5
8531,4
499,6
2906,1
7208,6
7714,6
7759,4
7195,11
3462,2
8625,8
4788,4
9423,9
4986,3
1012,5
3335,5
3733,0
4054,5
5936,5
8543,5
5557,5
1770,6
993,5
3053,4
9986,2
5402,8
2807,2
1410,3
9555,4
5881,7
8485,7
6793,6
2719,8
9502,4
5112,1
8248,4
5064,7
2199,5
3751,3
1490,5
946,5
8092,5
8872,11
6394,5
2198,4
6759,5
8291,5
8782,9
7809,5
1466,5
3697,9
4089,1
3078,3
2476,3
3470,3
9439,9
7795,9
4515,7
5000,4
9864,4
8960,7
1359,6
996,6
6014,6
7384,4
2345,4
705,2
5342,5
6205,5
5611,4
297,6
9966,6
3624,6
3518,7
3505,5
6223,7
4706,4
5240,2
5264,5
1726,4
2316,5
2723,6
1567,5
8895,3
7415,3
3325,3
5564,7
6752,3
8858,6
1503,4
2827,4
6835,6
3833,6
2549,5
4796,3
7256,3
4248,4
4438,4
5877,11
5706,8
9293,2
469,8
9937,5
4136,5
5403,5
8296,3
3854,4
8978,6
147,3
2313,7
9155,7
6667,5
8206,6
939,6
4371,5
7418,4
1532,4
5581,0
4470,12
2279,4
3946,5
6164,9
8501,4
3134,3
1575,3
1515,4
4984,7
1112,5
8102,4
9907,6
6121,3
8211,8
2679,2
582,3
3974,7
9661,9
4161,4
7629,8
9203,4
8714,4
7177,2
4635,1
330,4
2165,4
2836,6
1883,7
3507,5
5329,3
2348,4
2491,6
3256,7
5553,8
7027,3
3070,8
4619,7
1677,0
4320,4
3237,4
3594,4
4158,8
7283,4
5158,3
4765,6
7784,9
2108,4
6370,6
7120,3
1173,8
4404,2
6378,6
7994,4
9172,5
6184,4
7374,6
3397,5
4974,10
2730,2
5723,4
6694,3
8276,4
9306,3
6493,7
7752,5
3060,5
2314,4
1640,3
1976,2
9554,7
1147,5
7906,3
9417,7
787,3
4924,3
1966,7
3654,7
4126,5
2497,6
8050,3
9691,5
252,6
3643,5
3045,5
8993,10
2726,4
6265,3
3234,4
7963,1
550,6
8326,11
1075,10
4110,7
8488,7
4867,5
7199,0
6346,5
6030,4
5358,6
5007,2
2031,4
161,6
9698,4
5220,5
896,3
1323,8
8369,7
8732,9
9754,7
2010,3
5457,4
126,7
7681,5
5208,2
465,7
746,6
8026,5
1494,3
508,3
2039,4
5065,4
734,5
7051,7
7616,4
8856,5
2819,6
8072,6
9540,3
2705,3
9787,7
2769,4
4212,4
4614,7
1580,12
2105,7
4084,7
9948,7
52,6
2747,10
293,2
7722,4
8370,6
7641,7
3644,5
477,6
4353,7
7715,6
541,1
1938,8
2826,6
6921,3
5643,5
4569,4
4794,10
8864,4
2801,1
6154,4
2004,7
9167,7
171,9
5522,11
7331,5
9910,7
2277,4
4481,5
6805,3
4533,2
3846,7
5305,3
7578,4
2406,7
1861,6
3131,5
2140,2
6584,0
8787,6
5226,9
8010,3
3647,5
256,4
9122,7
1873,4
9364,6
8899,4
3356,4
159,4
2170,2
2243,6
8626,3
9018,2
7569,5
7637,2
7721,6
6305,1
6152,3
828,5
21,9
8951,7
902,6
1002,6
7529,3
9024,4
3261,8
5042,6
8866,7
4636,5
2811,3
8502,6
1185,6
7953,4
3608,3
3924,5
6285,3
9914,5
2878,4
9730,3
3634,3
9531,2
2756,1
6729,10
8536,4
8541,4
4656,5
2657,8
8567,6
9482,7
6436,6
3040,4
1074,4
1890,4
5843,6
875,7
3091,6
6443,5
8811,3
8396,4
8705,7
9212,5
4461,4
8118,6
1062,7
5391,7
6890,5
9451,5
9755,5
9342,2
2329,11
4200,1
13,6
