mutant,killedbynt
5578,4
9116,5
7935,2
5542,4
7674,4
9429,7
1095,5
9263,2
5886,6
3307,2
9664,3
1227,4
1964,10
6705,3
9472,5
6225,7
6837,0
609,1
7764,7
4657,5
5512,7
7886,2
9144,6
3556,4
3172,4
8791,5
1133,2
3223,5
2506,10
78,4
4824,8
3802,1
1491,2
5524,2
5506,7
556,5
91,2
6331,0
5082,9
4135,3
9033,8
4725,3
6621,3
7225,4
8844,4
8338,3
6988,6
2017,5
3023,4
6475,2
9590,5
5586,4
7178,3
1457,6
1104,3
1922,4
146,7
5739,3
2827,7
1732,5
4404,4
5622,6
6192,4
2480,5
8297,2
9619,3
4936,10
8598,4
5992,7
1304,5
1903,8
2858,6
6537,6
754,5
2121,2
2325,6
7169,4
6582,5
552,4
7558,4
4462,6
7243,5
8349,6
8051,4
5516,4
1539,5
9602,5
6808,5
2426,6
7982,6
159,4
3331,2
7895,10
6063,5
669,6
4627,1
2161,5
507,1
8937,6
3744,1
4792,3
4237,3
5287,8
2851,4
4862,4
2594,7
2605,4
3001,4
7375,5
7311,6
3189,2
52,3
2405,0
4348,4
6779,4
2445,1
6788,9
6609,8
5304,6
9916,2
2329,4
5874,6
8385,12
6834,3
2295,7
2552,10
4005,2
1034,4
6387,7
3197,4
6874,2
2929,3
4502,8
4890,3
5139,4
8980,5
7978,5
3337,6
6324,6
7014,6
81,5
4013,4
7366,5
984,6
3404,2
8954,1
303,3
4788,6
9812,11
1838,8
9658,3
2755,4
6195,5
7785,3
4937,11
8638,6
1220,4
3789,6
5238,4
9029,7
4164,3
6718,6
3294,4
5046,4
8664,7
7157,8
1628,5
3987,4
595,4
9078,6
7594,5
5955,4
9299,7
7399,4
4197,4
3906,8
8198,4
6199,8
5564,7
8023,3
1493,10
6112,5
5141,4
2807,5
9765,2
7929,5
2675,7
8181,6
2904,2
8704,6
8886,8
7750,4
8180,3
1806,6
3954,3
4340,5
1761,6
5829,4
3749,8
7796,6
3634,5
6908,3
4485,6
4681,7
3534,7
5979,5
8542,3
8752,6
571,4
799,4
6197,4
7368,7
