mutant,killedbynt
9812,54
5238,48
6096,47
8570,54
455,47
5158,42
604,48
886,51
8997,56
8555,41
9503,47
2304,59
603,52
7036,63
541,53
9229,62
1863,44
7954,52
7143,38
5711,48
6569,60
1063,41
3074,53
7736,59
9435,61
7587,60
2754,59
10,69
9248,60
2406,48
3583,59
6075,43
5380,64
7471,77
7306,55
9551,55
3161,62
1434,52
8187,69
7659,56
4563,56
6076,61
2489,47
5239,61
4225,44
5519,65
9247,75
310,49
3572,53
6796,58
3361,52
7781,56
8046,50
5493,41
8427,54
1021,59
5137,59
1707,55
8463,64
9545,54
1597,64
8598,59
5501,42
6020,58
9093,59
435,49
9062,45
2980,51
6953,47
9938,46
9473,60
7798,51
1738,58
4066,54
139,53
3517,62
4721,48
5339,54
9393,59
8310,54
6262,71
7894,67
4129,59
4998,68
4457,58
580,67
1566,54
6372,45
4515,51
1695,60
3368,51
4110,67
7841,58
3546,64
4123,54
8953,57
2087,63
6501,69
3903,68
3270,41
7415,59
8079,52
8890,51
9485,58
3031,56
8171,50
8911,55
2436,63
2723,54
2824,48
8280,58
7359,63
3279,52
2321,61
9808,66
4689,53
2646,57
3726,65
3600,63
4443,53
7072,61
5271,54
9559,55
3847,49
537,44
923,54
1229,68
1299,73
9079,54
5721,55
6196,50
664,49
2998,47
9335,59
1557,54
6724,49
9030,54
1787,45
154,62
3132,49
4416,61
7367,60
4952,47
8109,59
8642,62
3962,44
4652,56
3017,44
1397,51
1197,66
8107,59
9271,69
4220,50
8115,61
4729,54
1258,51
2415,49
392,61
578,56
8711,51
916,57
1618,74
856,47
689,57
7765,61
8277,48
1052,52
6883,50
357,60
1309,61
1905,61
3855,46
6068,58
633,57
6146,53
7663,59
4229,61
3951,45
6234,53
3901,58
9492,70
1914,68
8637,51
4111,63
4230,77
6570,48
9988,53
1553,58
4410,55
5940,58
3992,54
5823,61
6323,54
9286,55
5037,60
4985,69
1550,52
8989,58
1319,51
5715,46
4717,59
5259,61
8803,44
4492,53
9040,75
9023,63
9314,57
6329,58
9209,48
5117,50
760,45
5155,63
5669,45
779,57
4288,49
926,48
6874,58
7807,70
8728,43
4031,41
5008,54
7407,51
1546,60
3281,62
3940,55
6702,74
6398,49
3365,56
7784,42
7122,56
9627,47
3099,55
1445,50
6645,48
4268,57
1376,50
3912,70
6388,54
8983,57
7643,41
217,48
9022,61
4027,52
6314,53
8270,59
9757,59
7240,47
7869,50
9638,46
1587,50
8227,70
9597,58
9349,47
7307,45
3789,56
9162,67
6596,53
2522,53
2358,47
6710,56
1806,59
3838,51
3586,61
4406,61
5386,43
9028,59
2070,50
3843,46
5484,58
9690,58
1486,48
982,55
853,54
1562,55
9491,53
6086,55
7288,64
8738,68
1600,45
1077,60
517,53
3812,69
2233,39
5099,55
7039,52
5382,40
6975,61
6400,50
5061,70
3625,50
7202,57
3596,52
1541,42
3102,49
5362,51
6387,53
933,61
6609,56
8140,58
2709,49
4264,50
3326,53
5918,57
5948,58
3257,48
4863,46
2097,61
9856,55
4960,50
3065,47
5198,49
9728,60
5958,46
7853,64
7711,62
5267,72
8478,40
2904,63
6772,53
9887,48
3971,51
8909,39
6009,60
1406,58
4328,52
7043,52
3857,56
5524,61
1098,48
6623,59
9526,57
6303,43
9047,57
8531,58
2127,53
3049,53
7489,57
9860,51
878,48
8401,61
1280,60
2961,54
4948,57
778,50
3274,63
4469,52
19,67
8304,51
511,62
5034,62
4338,53
332,51
1995,60
533,49
9896,47
9514,61
641,52
1935,60
8819,46
7946,58
6884,58
7078,56
8646,51
4777,57
612,53
5770,44
4245,62
4216,62
5880,69
8206,46
9166,52
9556,63
6613,46
1977,56
1980,50
2550,52
6124,59
6777,62
4740,49
5570,62
2667,56
8178,41
8402,65
5692,59
6896,64
5761,64
5690,50
7942,59
2398,54
6865,61
5959,57
9726,52
8103,63
2858,55
5075,56
1259,64
5830,47
3697,54
793,63
3743,54
9672,50
2641,53
7090,59
9025,51
344,50
8120,71
9398,47
1848,51
8068,48
7970,73
9204,59
3941,49
5813,61
1699,55
1101,45
1929,46
73,55
7028,53
121,62
543,52
5949,60
2012,57
271,55
9750,63
7291,54
9599,62
728,51
9537,43
7923,56
5088,60
8090,66
4807,45
7007,51
7326,49
62,56
1267,44
7496,56
3650,65
8875,42
3804,69
8733,52
6593,50
3851,42
6504,40
7921,66
8036,54
1635,56
8102,45
8042,64
3333,56
2971,53
6908,47
1963,50
7353,67
9073,57
3558,56
5261,50
616,59
7109,63
2433,48
5066,61
8464,68
25,66
3792,58
7963,54
2419,54
6626,51
4632,68
124,47
5468,46
3791,49
4401,56
9085,60
1451,61
3708,60
3712,54
6361,59
76,59
3994,48
6414,70
2535,60
798,58
1236,48
7924,57
5472,59
8116,48
3590,60
2869,68
5488,47
7592,61
9651,46
2287,44
652,60
1917,58
949,59
7149,47
8357,66
5705,64
4148,61
6093,51
5415,63
8136,54
106,48
6269,48
7701,48
3198,52
9693,62
7060,47
9429,48
2106,64
1940,65
7133,44
5680,52
8913,52
1242,59
2207,58
9039,60
1307,46
1899,57
6461,55
7246,66
4259,53
9874,53
157,56
9643,53
1847,63
6463,56
4420,59
7156,46
2042,47
6548,60
1209,63
9830,40
6788,56
8584,55
2095,61
8095,62
9763,48
701,56
5250,67
870,55
3523,64
6958,52
5896,57
3179,62
7827,45
4251,59
248,49
3301,52
6655,60
3120,61
5202,52
1086,56
2868,51
3111,48
565,62
5955,32
7778,51
2200,53
5954,53
4179,57
8148,51
934,67
1981,62
776,60
4309,65
2168,55
6218,59
8446,53
9811,55
2002,51
5278,55
5829,65
1117,56
9163,69
6357,61
4546,51
9211,64
3806,39
8278,60
8734,62
9187,44
9832,54
274,59
3230,51
1247,63
9864,57
7062,62
1776,46
6116,51
7519,52
7453,47
9346,47
5920,57
9833,49
7390,49
9293,55
7930,50
243,38
1488,51
5665,78
956,57
6077,45
5702,57
136,45
1779,57
8896,61
7452,59
3692,63
5642,50
8017,50
2947,46
6667,45
8315,70
4379,58
2089,63
4655,65
4539,59
2540,43
2921,60
5492,59
2434,47
6223,69
8949,66
8366,47
6942,49
1823,61
4052,57
6487,70
6017,58
7766,57
3114,52
1923,64
4905,60
6037,61
8787,59
4319,47
5499,49
4798,50
5252,62
4929,60
8113,60
9185,52
5801,58
4343,60
2884,68
3007,60
8888,53
7780,61
9142,53
175,71
3831,58
1218,49
8013,56
4708,54
211,57
9306,43
9242,62
44,54
8431,61
2542,54
1113,59
5284,46
3644,52
8235,63
5908,50
5523,76
5537,66
9712,43
2941,67
8918,62
6622,65
2826,47
7933,53
291,35
7755,58
6404,53
8007,52
5048,50
1886,58
8450,48
1574,64
3417,59
9131,60
9733,52
324,72
1967,47
418,56
772,57
6084,59
7852,56
5350,55
9108,62
8121,62
1950,58
6067,57
1700,54
9120,72
1958,70
7398,41
3313,56
9561,56
1912,59
80,58
4479,53
7570,50
1926,54
9178,57
8739,57
6324,51
9665,50
7110,61
3798,55
1114,52
9116,54
9538,50
6495,50
4687,51
7998,57
5790,56
8097,63
6793,51
1674,48
4159,63
167,46
1137,60
1769,56
5369,60
8995,55
8297,47
