ntests,atleast,atmost,exactly
0,10000,9909,9909
1,91,9909,0
2,91,9909,0
3,91,9909,0
4,91,9909,0
5,91,9909,0
6,91,9909,0
7,91,9909,0
8,91,9909,0
9,91,9909,0
10,91,9909,0
11,91,9909,0
12,91,9909,0
13,91,9909,0
14,91,9909,0
15,91,9909,0
16,91,9909,0
17,91,9909,0
18,91,9909,0
19,91,9909,0
20,91,9909,0
21,91,9909,0
22,91,9909,0
23,91,9909,0
24,91,9909,0
25,91,9909,0
26,91,9909,0
27,91,9909,0
28,91,9909,0
29,91,9909,0
30,91,9909,0
31,91,9909,0
32,91,9909,0
33,91,9909,0
34,91,9909,0
35,91,9909,0
36,91,9909,0
37,91,9909,0
38,91,9909,0
39,91,9910,1
40,90,9910,0
41,90,9910,0
42,90,9911,1
43,89,9911,0
44,89,9912,1
45,88,9916,4
46,84,9921,5
47,79,9922,1
48,78,9928,6
49,72,9936,8
50,64,9942,6
51,58,9944,2
52,56,9948,4
53,52,9956,8
54,44,9962,6
55,38,9967,5
56,33,9971,4
57,29,9974,3
58,26,9978,4
59,22,9982,4
60,18,9984,2
61,16,9986,2
62,14,9988,2
63,12,9990,2
64,10,9990,0
65,10,9991,1
66,9,9995,4
67,5,9995,0
68,5,9995,0
69,5,9996,1
70,4,9996,0
71,4,9997,1
72,3,9998,1
73,2,9998,0
74,2,9998,0
75,2,10000,2
