mutant,killedbynt
864,528
8039,474
9943,460
3628,489
2874,514
1557,474
1417,522
1107,487
8525,523
4836,483
5078,466
9581,489
1511,481
2496,487
4864,494
9948,511
9375,501
4275,520
854,474
3313,527
6433,511
4145,517
7439,487
2748,519
3586,489
4254,505
4402,486
5935,484
1957,560
436,489
6590,537
8986,501
7147,487
9685,514
3946,524
2806,474
5351,508
2800,502
9990,476
2876,492
3518,522
4625,491
6656,510
8172,512
1967,512
538,502
1038,509
2758,478
5852,491
5352,507
8319,474
7985,460
879,522
3119,540
4201,507
9705,504
6975,519
314,504
5201,531
9500,506
9574,521
9620,498
8048,464
3570,484
553,477
4121,467
4872,514
7934,525
2814,497
1081,492
6538,479
6842,474
7606,522
1276,514
3245,469
6856,473
3337,467
5587,523
3284,532
4335,533
9891,509
2805,486
1565,494
7752,468
5422,508
8073,497
1063,454
7041,532
7734,531
8009,492
1820,497
2599,480
4379,477
569,505
3008,533
5281,523
7340,515
6696,496
8583,557
2423,487
5054,504
9517,504
3163,538
7842,462
2851,457
2924,510
3866,498
8521,489
6249,507
5390,469
2443,541
1325,514
7864,485
2793,455
2408,496
6229,528
7438,547
4241,505
5905,509
4764,492
9143,471
7105,515
8177,466
3489,512
6402,517
43,510
6691,504
9785,470
5121,498
6727,501
4999,483
8964,459
1902,501
6140,513
5123,500
1763,500
6159,451
8175,479
9426,496
9447,464
1365,472
2528,457
4273,500
1192,524
1092,484
1356,540
9893,494
6650,489
215,501
9783,509
3016,503
2328,523
9862,491
9109,502
8115,479
7267,505
8663,492
385,501
1936,454
5155,480
5492,522
6203,462
1149,516
2171,500
5921,529
3792,493
7348,483
7505,467
2466,522
9424,498
5306,483
3706,515
5158,476
3515,502
7768,522
7228,509
998,513
5090,539
7000,441
9847,479
4948,525
5770,522
4523,484
7499,479
8798,500
942,535
1134,487
35,503
141,511
9673,499
4714,492
3023,490
8154,501
8242,515
8702,502
8000,459
4837,517
8357,494
6143,524
8836,495
7999,475
953,499
3172,502
6116,500
2511,503
8686,517
8826,495
8817,482
367,535
6061,505
8262,490
7066,468
8129,515
4229,474
373,496
4395,470
3495,541
6877,504
9014,498
1251,489
3851,481
6649,466
3839,473
228,510
5505,501
2831,492
2298,513
6600,508
803,473
6754,504
6812,454
4703,524
6963,545
9360,540
3612,486
3428,495
5940,454
7729,501
6075,480
9129,542
4446,513
9718,498
2649,500
6929,511
9261,503
3057,518
6668,466
2444,524
5480,460
9023,488
507,447
6085,495
7843,460
927,483
4176,536
5219,469
2787,518
1420,525
2702,516
3663,490
7006,485
2807,505
3152,461
5533,511
3065,479
2275,515
5903,497
5497,543
25,454
1159,518
8668,545
186,546
111,509
4420,468
49,504
596,505
856,512
9745,500
6569,502
9440,494
5416,480
5847,475
2857,489
3713,525
6888,567
2359,485
6989,498
4495,503
777,486
9553,467
9443,490
2127,499
3328,485
9091,533
6876,497
3527,517
3873,491
1970,525
4604,487
7442,504
5511,504
395,488
8352,463
9885,500
8774,466
5933,485
2030,443
3042,485
4572,485
544,486
2982,485
3382,496
391,519
2240,559
834,495
93,518
9344,489
3126,509
738,512
2590,511
3805,511
2094,532
4717,483
7922,502
5332,485
7097,473
7457,533
1830,502
9377,435
2672,503
2852,484
2914,530
7927,473
4135,474
4270,506
5186,510
513,508
2571,504
4988,483
6070,507
9901,474
5557,519
9841,495
394,488
9575,485
8665,492
2860,501
1854,470
9941,551
9730,485
969,485
2008,503
4787,480
8250,502
528,504
6286,440
400,462
7543,518
6194,516
