mutant,killedbynt
8222,58
6429,53
8057,46
9095,49
5526,54
6619,53
5544,44
829,51
6282,51
1780,58
988,43
6880,49
6741,49
4543,50
356,53
1890,41
8474,61
1869,53
7922,55
114,46
1624,51
2037,69
3795,56
7110,54
8844,54
2333,53
5755,37
5082,48
1671,51
2814,45
3636,50
8061,47
2478,57
8473,50
1095,61
1080,45
7132,57
288,62
1023,52
5380,56
9333,43
4595,59
9347,45
9122,41
5954,51
4646,49
2200,38
4242,46
9243,52
2520,53
3058,43
846,58
7183,47
7397,41
4614,58
4729,54
9502,49
3609,42
2051,50
2268,55
9963,52
6936,49
3645,41
6925,46
7479,51
3561,71
6049,49
6067,45
2676,58
9513,46
291,42
650,49
1294,50
8059,39
3074,56
3383,46
3466,58
7036,47
9378,38
9931,54
6094,41
5694,50
5013,48
7972,45
424,51
5883,43
9617,52
3808,59
4988,49
8156,42
2347,55
5055,64
9171,56
6491,62
8739,48
3067,51
7511,44
3582,54
6811,57
516,46
9761,39
2295,58
7438,44
8407,48
5221,49
2125,47
7216,44
8177,50
230,49
1129,48
4857,37
6167,52
930,54
5327,48
6930,48
9776,59
9406,52
5124,47
2841,54
6980,44
1837,48
7377,38
5421,39
6949,38
8102,47
3959,59
4735,41
3272,52
3052,57
6732,52
9092,43
7024,46
3854,50
1137,47
3207,55
8144,39
3403,43
5557,49
5008,56
5543,52
3313,61
5504,46
7940,49
1921,60
3059,49
227,54
6053,59
4199,43
6969,69
2318,59
7606,60
7226,46
1792,50
6099,60
7953,57
234,58
8567,62
572,35
1041,54
1049,58
2752,47
5979,59
9538,59
8230,67
2800,49
133,55
4250,48
2277,54
2600,46
2784,64
3560,39
9902,57
5356,39
9906,52
1083,47
2298,55
5946,68
1429,58
9430,56
3126,53
7404,46
5785,48
4487,52
2050,36
8032,46
4325,42
9579,55
9596,59
9141,39
3851,53
7405,49
3080,57
1799,52
9069,47
2581,55
5077,45
1504,47
3583,48
5480,41
7232,43
4120,58
7933,40
7662,41
6705,46
3462,42
2761,46
7290,59
3816,53
84,47
852,42
2226,47
4678,57
7883,64
332,44
4467,44
6591,56
4792,41
3263,55
9598,64
5018,53
4956,50
1750,45
2783,47
5774,51
3097,50
3638,54
9451,47
3307,54
9476,52
2303,52
963,49
3215,50
178,61
3587,57
334,56
3468,43
229,53
157,61
1555,58
4128,59
4368,53
5888,49
3812,47
2546,43
7832,55
5218,40
9868,49
5992,53
7950,49
7299,48
1420,45
4989,47
9005,54
8901,51
2415,53
8265,58
7782,57
9658,40
8047,38
445,49
1112,55
2353,59
1598,44
9087,52
8055,47
5626,54
6405,52
9306,59
4262,41
7266,55
4313,51
4336,49
7426,63
2017,49
9130,50
5379,45
613,62
796,40
3534,44
9930,47
5211,50
8431,48
9233,57
8618,45
8460,48
1643,53
5449,58
677,60
6426,49
4452,65
913,45
421,46
8694,54
3960,50
5161,56
5584,54
5319,52
3986,41
8976,41
6613,61
1589,52
6987,44
7949,48
481,58
1363,51
3951,45
7287,46
2792,55
9610,58
3929,42
833,38
4136,66
8803,59
6703,63
4498,46
9519,50
3792,58
9614,61
247,67
3731,46
3707,46
3918,40
4616,53
1130,44
8016,52
9597,57
4708,42
485,64
1496,63
2386,37
2405,54
5116,55
5838,43
758,44
5019,50
7886,52
1691,48
7791,46
3698,61
8878,40
7141,46
4900,48
6473,53
2895,42
8863,47
5466,39
237,51
5696,47
4975,52
6685,58
9705,44
2041,58
3304,45
7080,50
7196,54
1065,55
7622,39
6612,42
7973,51
97,43
907,64
4774,62
8304,47
5546,44
6394,42
8831,51
2683,39
7043,45
8969,50
8824,49
2031,52
4172,45
4000,55
7143,51
7101,63
3549,44
2915,50
6760,51
1923,47
7913,50
8783,52
7121,59
9656,49
5859,65
6552,53
8873,54
654,47
1271,55
5474,53
9542,44
7038,50
7502,47
2159,62
4348,46
6232,47
6981,54
596,48
7653,37
256,45
809,57
2239,51
5699,55
9032,52
3850,39
9735,50
1604,48
7555,40
5924,50
2675,43
2431,54
9003,57
