mutant,killedbynt
5406,42
3814,52
302,51
8036,47
2512,53
5434,35
4289,55
7843,58
9899,50
664,51
1697,31
5939,56
1903,54
8154,43
4446,47
1331,40
6134,55
446,68
2965,53
8185,54
3911,41
7936,51
9336,41
83,43
8238,53
6714,47
6796,49
5008,38
7927,42
9375,53
9637,59
6615,47
9342,57
112,57
2428,51
9366,57
7547,43
2362,51
2970,52
6825,63
7127,33
9081,46
5183,34
2471,48
6263,42
8067,59
7994,60
7116,41
687,54
6869,31
6814,53
6969,46
1027,50
456,59
9534,51
5449,54
2055,52
4083,51
7259,37
977,52
5217,45
1960,58
1601,58
5879,49
5973,56
8407,45
5769,50
3748,50
3194,56
3258,59
4734,51
5445,51
5461,55
995,50
7063,50
2626,55
6025,56
3942,59
3730,42
6837,48
8975,43
326,55
3166,47
5125,41
5524,50
9179,52
9095,70
8757,64
8902,54
3949,53
6729,45
2913,49
9296,45
6594,54
2125,45
5397,50
8506,37
8567,49
1488,35
6204,49
1084,48
9171,52
5384,35
7374,46
1468,51
3761,51
3928,43
1291,40
4561,51
1449,55
8147,59
8408,54
7323,45
1032,37
6198,49
2011,56
6347,37
8243,50
8747,39
2088,63
2929,43
9283,51
3786,50
5444,58
6041,49
5730,57
6103,56
9152,53
9569,51
949,51
1389,42
1899,41
1918,48
2109,41
5509,46
4092,54
1566,44
4635,49
1672,54
2281,43
2234,39
4513,50
4910,56
875,44
5553,52
7337,44
598,36
6429,44
1720,53
9200,53
4610,51
2785,58
6447,49
6613,50
760,49
4201,46
5289,57
8398,54
1985,54
7179,49
1387,55
5807,59
4358,48
6017,47
4776,52
7850,55
4830,58
4955,44
1568,55
2530,57
8015,41
7574,48
3486,49
364,38
9426,54
2701,51
5160,48
1072,58
3003,52
6945,63
5408,45
4874,60
4604,55
2689,50
5816,43
1400,36
2757,50
7668,46
2722,43
8101,43
7802,57
1219,51
2041,55
5268,46
7723,49
9784,53
6918,56
8610,65
9518,47
2769,55
4541,49
4982,51
6994,51
6548,41
3603,49
9397,57
1545,52
822,48
3302,62
7091,43
677,43
1504,49
3820,49
3041,49
3253,45
8157,48
4234,61
2116,51
7459,57
2311,56
4449,64
4937,55
4335,53
5578,55
8891,50
2192,44
9651,47
1186,39
2887,45
6955,52
5773,56
307,59
3081,63
6287,39
5475,42
3964,39
1045,44
6267,64
9413,51
9396,47
8168,47
4841,43
6748,47
5951,40
2560,49
7664,64
7650,55
1,42
3077,49
4778,58
7178,46
9745,38
484,50
3007,49
1000,51
1230,49
5541,46
7311,56
7473,57
8213,50
5713,60
8012,53
1976,50
1774,58
3971,52
1955,54
1695,35
9274,54
930,53
9736,55
7923,55
6596,51
2993,42
6868,72
6809,42
5568,48
9341,52
7988,46
1414,53
7039,52
6720,48
660,41
4560,37
4749,60
9966,40
3451,48
3122,40
8931,41
1662,59
5304,44
3784,49
