ntests,atleast,atmost,exactly
0,10000,9792,9792
1,208,9807,15
2,193,9810,3
3,190,9810,0
4,190,9810,0
5,190,9810,0
6,190,9810,0
7,190,9810,0
8,190,9810,0
9,190,9810,0
10,190,9810,0
11,190,9810,0
12,190,9810,0
13,190,9810,0
14,190,9810,0
15,190,9810,0
16,190,9810,0
17,190,9810,0
18,190,9813,3
19,187,9813,0
20,187,9813,0
21,187,9813,0
22,187,9813,0
23,187,9814,1
24,186,9817,3
25,183,9820,3
26,180,9824,4
27,176,9827,3
28,173,9832,5
29,168,9836,4
30,164,9845,9
31,155,9850,5
32,150,9854,4
33,146,9859,5
34,141,9862,3
35,138,9869,7
36,131,9878,9
37,122,9886,8
38,114,9892,6
39,108,9897,5
40,103,9899,2
41,101,9901,2
42,99,9903,2
43,97,9905,2
44,95,9906,1
45,94,9907,1
46,93,9907,0
47,93,9907,0
48,93,9907,0
49,93,9907,0
50,93,9907,0
51,93,9907,0
52,93,9907,0
53,93,9907,0
54,93,9907,0
55,93,9908,1
56,92,9908,0
57,92,9908,0
58,92,9908,0
59,92,9908,0
60,92,9908,0
61,92,9908,0
62,92,9908,0
63,92,9908,0
64,92,9908,0
65,92,9908,0
66,92,9908,0
67,92,9908,0
68,92,9908,0
69,92,9908,0
70,92,9908,0
71,92,9908,0
72,92,9908,0
73,92,9908,0
74,92,9908,0
75,92,9908,0
76,92,9908,0
77,92,9908,0
78,92,9908,0
79,92,9908,0
80,92,9908,0
81,92,9908,0
82,92,9908,0
83,92,9908,0
84,92,9908,0
85,92,9908,0
86,92,9908,0
87,92,9908,0
88,92,9908,0
89,92,9908,0
90,92,9908,0
91,92,9908,0
92,92,9908,0
93,92,9908,0
94,92,9908,0
95,92,9908,0
96,92,9908,0
97,92,9908,0
98,92,9908,0
99,92,9908,0
100,92,9908,0
101,92,9908,0
102,92,9908,0
103,92,9908,0
104,92,9908,0
105,92,9908,0
106,92,9908,0
107,92,9908,0
108,92,9908,0
109,92,9908,0
110,92,9908,0
111,92,9908,0
112,92,9908,0
113,92,9908,0
114,92,9908,0
115,92,9908,0
116,92,9908,0
117,92,9908,0
118,92,9908,0
119,92,9908,0
120,92,9908,0
121,92,9908,0
122,92,9908,0
123,92,9908,0
124,92,9908,0
125,92,9908,0
126,92,9908,0
127,92,9908,0
128,92,9908,0
129,92,9908,0
130,92,9908,0
131,92,9908,0
132,92,9908,0
133,92,9908,0
134,92,9908,0
135,92,9908,0
136,92,9908,0
137,92,9908,0
138,92,9908,0
139,92,9908,0
140,92,9908,0
141,92,9908,0
142,92,9908,0
143,92,9908,0
144,92,9908,0
145,92,9908,0
146,92,9908,0
147,92,9908,0
148,92,9908,0
149,92,9908,0
150,92,9908,0
151,92,9908,0
152,92,9908,0
153,92,9908,0
154,92,9908,0
155,92,9908,0
156,92,9908,0
157,92,9908,0
158,92,9908,0
159,92,9908,0
160,92,9908,0
161,92,9908,0
162,92,9908,0
163,92,9908,0
164,92,9908,0
165,92,9908,0
166,92,9908,0
167,92,9908,0
168,92,9908,0
169,92,9908,0
170,92,9908,0
171,92,9908,0
172,92,9908,0
173,92,9908,0
174,92,9908,0
175,92,9908,0
176,92,9908,0
177,92,9908,0
178,92,9908,0
179,92,9908,0
180,92,9908,0
181,92,9908,0
182,92,9908,0
183,92,9908,0
184,92,9908,0
185,92,9908,0
186,92,9908,0
187,92,9908,0
188,92,9908,0
189,92,9908,0
190,92,9908,0
191,92,9908,0
192,92,9908,0
193,92,9908,0
194,92,9908,0
195,92,9908,0
196,92,9908,0
197,92,9908,0
198,92,9908,0
199,92,9908,0
200,92,9908,0
201,92,9908,0
202,92,9908,0
203,92,9908,0
204,92,9908,0
205,92,9908,0
206,92,9908,0
207,92,9908,0
208,92,9908,0
209,92,9908,0
210,92,9908,0
211,92,9908,0
212,92,9908,0
213,92,9908,0
214,92,9908,0
215,92,9908,0
216,92,9908,0
217,92,9908,0
218,92,9908,0
219,92,9908,0
220,92,9908,0
221,92,9908,0
222,92,9908,0
223,92,9908,0
224,92,9908,0
225,92,9908,0
226,92,9908,0
227,92,9908,0
228,92,9908,0
229,92,9908,0
230,92,9908,0
231,92,9908,0
232,92,9908,0
233,92,9908,0
234,92,9908,0
235,92,9908,0
236,92,9908,0
237,92,9908,0
238,92,9908,0
239,92,9908,0
240,92,9908,0
241,92,9908,0
242,92,9908,0
243,92,9908,0
244,92,9908,0
245,92,9908,0
246,92,9908,0
247,92,9908,0
248,92,9908,0
249,92,9908,0
250,92,9908,0
251,92,9908,0
252,92,9908,0
253,92,9908,0
254,92,9908,0
255,92,9908,0
256,92,9908,0
257,92,9908,0
258,92,9908,0
259,92,9908,0
260,92,9908,0
261,92,9908,0
262,92,9908,0
263,92,9908,0
264,92,9908,0
265,92,9908,0
266,92,9908,0
267,92,9908,0
268,92,9908,0
269,92,9908,0
270,92,9908,0
271,92,9908,0
272,92,9908,0
273,92,9908,0
274,92,9908,0
275,92,9908,0
276,92,9908,0
277,92,9908,0
278,92,9908,0
279,92,9908,0
280,92,9908,0
281,92,9908,0
282,92,9908,0
283,92,9908,0
284,92,9908,0
285,92,9908,0
286,92,9908,0
287,92,9908,0
288,92,9908,0
289,92,9908,0
290,92,9908,0
291,92,9908,0
292,92,9908,0
293,92,9908,0
294,92,9908,0
295,92,9908,0
296,92,9908,0
297,92,9908,0
298,92,9908,0
299,92,9908,0
300,92,9908,0
301,92,9908,0
302,92,9908,0
303,92,9908,0
304,92,9908,0
305,92,9908,0
306,92,9908,0
307,92,9908,0
308,92,9908,0
309,92,9908,0
310,92,9908,0
311,92,9908,0
312,92,9908,0
313,92,9908,0
314,92,9908,0
315,92,9908,0
316,92,9908,0
317,92,9908,0
318,92,9908,0
319,92,9908,0
320,92,9908,0
321,92,9908,0
322,92,9908,0
323,92,9908,0
324,92,9908,0
325,92,9908,0
326,92,9908,0
327,92,9908,0
328,92,9908,0
329,92,9908,0
330,92,9908,0
331,92,9908,0
332,92,9908,0
333,92,9908,0
334,92,9908,0
335,92,9908,0
336,92,9908,0
337,92,9908,0
338,92,9908,0
339,92,9908,0
340,92,9908,0
341,92,9908,0
342,92,9908,0
343,92,9908,0
344,92,9908,0
345,92,9908,0
346,92,9908,0
347,92,9908,0
348,92,9908,0
349,92,9908,0
350,92,9908,0
351,92,9908,0
352,92,9908,0
353,92,9908,0
354,92,9908,0
355,92,9908,0
356,92,9908,0
357,92,9908,0
358,92,9908,0
359,92,9908,0
360,92,9908,0
361,92,9908,0
362,92,9908,0
363,92,9908,0
364,92,9908,0
365,92,9908,0
366,92,9908,0
367,92,9908,0
368,92,9908,0
369,92,9908,0
370,92,9908,0
371,92,9908,0
372,92,9908,0
373,92,9908,0
374,92,9908,0
375,92,9908,0
376,92,9908,0
377,92,9908,0
378,92,9908,0
379,92,9908,0
380,92,9908,0
381,92,9908,0
382,92,9908,0
383,92,9908,0
384,92,9908,0
385,92,9908,0
386,92,9908,0
387,92,9908,0
388,92,9908,0
389,92,9908,0
390,92,9908,0
391,92,9908,0
392,92,9908,0
393,92,9908,0
394,92,9908,0
395,92,9908,0
396,92,9908,0
397,92,9908,0
398,92,9908,0
399,92,9908,0
400,92,9908,0
401,92,9908,0
402,92,9908,0
403,92,9908,0
404,92,9908,0
405,92,9908,0
406,92,9908,0
407,92,9908,0
408,92,9908,0
409,92,9908,0
410,92,9908,0
411,92,9908,0
412,92,9908,0
413,92,9908,0
414,92,9908,0
415,92,9908,0
416,92,9908,0
417,92,9908,0
418,92,9908,0
419,92,9908,0
420,92,9908,0
421,92,9908,0
422,92,9908,0
423,92,9908,0
424,92,9908,0
425,92,9908,0
426,92,9908,0
427,92,9908,0
428,92,9908,0
429,92,9908,0
430,92,9908,0
431,92,9908,0
432,92,9908,0
433,92,9908,0
434,92,9908,0
435,92,9908,0
436,92,9908,0
437,92,9908,0
438,92,9908,0
439,92,9908,0
440,92,9908,0
441,92,9908,0
442,92,9908,0
443,92,9908,0
444,92,9908,0
445,92,9908,0
446,92,9908,0
447,92,9908,0
448,92,9908,0
449,92,9908,0
450,92,9908,0
451,92,9908,0
452,92,9908,0
453,92,9908,0
454,92,9908,0
455,92,9908,0
456,92,9908,0
457,92,9908,0
458,92,9908,0
459,92,9908,0
460,92,9908,0
461,92,9908,0
462,92,9908,0
463,92,9908,0
464,92,9908,0
465,92,9908,0
466,92,9908,0
467,92,9908,0
468,92,9908,0
469,92,9908,0
470,92,9908,0
471,92,9908,0
472,92,9908,0
473,92,9908,0
474,92,9908,0
475,92,9908,0
476,92,9908,0
477,92,9908,0
478,92,9908,0
479,92,9908,0
480,92,9908,0
481,92,9908,0
482,92,9908,0
483,92,9908,0
484,92,9908,0
485,92,9908,0
486,92,9908,0
487,92,9908,0
488,92,9908,0
489,92,9908,0
490,92,9908,0
491,92,9908,0
492,92,9908,0
493,92,9908,0
494,92,9908,0
495,92,9908,0
496,92,9908,0
497,92,9908,0
498,92,9908,0
499,92,9908,0
500,92,9908,0
501,92,9908,0
502,92,9908,0
503,92,9908,0
504,92,9908,0
505,92,9908,0
506,92,9908,0
507,92,9908,0
508,92,9908,0
509,92,9908,0
510,92,9908,0
511,92,9908,0
512,92,9908,0
513,92,9908,0
514,92,9908,0
515,92,9908,0
516,92,9908,0
517,92,9908,0
518,92,9908,0
519,92,9908,0
520,92,9908,0
521,92,9908,0
522,92,9908,0
523,92,9908,0
524,92,9908,0
525,92,9908,0
526,92,9908,0
527,92,9908,0
528,92,9908,0
529,92,9908,0
530,92,9908,0
531,92,9908,0
532,92,9908,0
533,92,9908,0
534,92,9908,0
535,92,9908,0
536,92,9908,0
537,92,9908,0
538,92,9908,0
539,92,9908,0
540,92,9908,0
541,92,9908,0
542,92,9908,0
543,92,9908,0
544,92,9908,0
545,92,9908,0
546,92,9908,0
547,92,9908,0
548,92,9908,0
549,92,9908,0
550,92,9908,0
551,92,9908,0
552,92,9908,0
553,92,9908,0
554,92,9908,0
555,92,9908,0
556,92,9908,0
557,92,9908,0
558,92,9908,0
559,92,9908,0
560,92,9908,0
561,92,9908,0
562,92,9908,0
563,92,9908,0
564,92,9908,0
565,92,9908,0
566,92,9908,0
567,92,9908,0
568,92,9908,0
569,92,9908,0
570,92,9908,0
571,92,9908,0
572,92,9908,0
573,92,9908,0
574,92,9908,0
575,92,9908,0
576,92,9908,0
577,92,9908,0
578,92,9908,0
579,92,9908,0
580,92,9908,0
581,92,9908,0
582,92,9908,0
583,92,9908,0
584,92,9908,0
585,92,9908,0
586,92,9908,0
587,92,9908,0
588,92,9908,0
589,92,9908,0
590,92,9908,0
591,92,9908,0
592,92,9908,0
593,92,9908,0
594,92,9908,0
595,92,9908,0
596,92,9908,0
597,92,9908,0
598,92,9908,0
599,92,9908,0
600,92,9908,0
601,92,9908,0
602,92,9908,0
603,92,9908,0
604,92,9908,0
605,92,9908,0
606,92,9908,0
607,92,9908,0
608,92,9908,0
609,92,9908,0
610,92,9908,0
611,92,9908,0
612,92,9908,0
613,92,9908,0
614,92,9908,0
615,92,9908,0
616,92,9908,0
