mutant,killedbynt
5418,1
5926,0
3753,0
7102,2
2550,1
1269,1
5863,1
3302,0
237,1
3094,0
8143,0
1881,0
2388,0
729,1
743,1
5588,2
112,0
7953,0
6436,0
5864,0
7599,0
7988,1
3199,0
4530,0
981,3
3682,2
5957,1
281,0
2175,0
2572,2
6393,0
6976,0
7007,0
6169,2
8347,1
7844,0
8459,0
6442,0
2595,0
2124,0
6530,0
7131,1
1069,0
1082,1
3166,1
6849,0
208,0
2625,0
5339,0
178,2
7460,0
5939,1
4477,0
7841,1
3020,0
7397,2
7889,0
2622,0
4612,0
2575,1
6913,2
5052,0
1724,2
6586,1
5817,1
5439,0
2392,1
6077,0
9575,0
1768,0
8222,2
3943,0
8061,1
5068,1
5686,1
9677,0
2566,2
9878,1
9886,2
367,1
2877,0
1166,0
3570,0
92,0
4988,2
9638,1
6603,0
8792,0
9091,0
1501,0
99,0
527,2
9780,0
6184,1
3822,0
1450,1
9902,1
6400,0
8191,0
5525,1
1992,0
7673,0
6259,0
4652,0
9480,2
3013,2
8396,0
741,0
7464,0
6360,0
9288,0
6234,0
6543,1
5853,2
5743,1
2098,0
7797,0
5197,0
9041,1
3584,2
3806,0
52,0
4244,0
3324,0
7575,0
7809,0
8378,0
3512,0
2494,1
4511,0
5642,0
4754,0
8289,0
4274,0
5997,0
4453,0
4292,0
4625,1
1376,2
9262,0
728,1
2701,1
1931,0
9287,0
9753,3
9774,1
9011,1
181,2
2111,1
5717,1
25,0
2246,0
5084,0
3927,0
7785,0
6291,1
2647,0
2915,0
297,0
291,1
5941,0
1460,1
5536,0
7224,0
894,1
7960,0
9265,0
8637,1
9384,0
5925,0
6242,2
4228,0
6000,1
5258,1
8379,0
6597,1
6216,1
7316,0
7985,0
6912,0
2213,2
5753,2
9592,2
9447,2
2824,1
2786,1
3213,0
9688,0
1652,2
2018,2
661,1
5546,2
441,1
6581,0
1295,0
6799,0
9282,1
825,0
9617,0
9756,1
2150,2
3037,0
8668,0
6380,0
3720,1
8763,0
6372,1
7488,0
8210,2
3541,0
9185,0
2034,0
7357,0
8023,0
2872,1
5476,1
2746,0
8218,0
4117,0
9665,0
2774,0
371,0
8673,0
3712,0
8882,2
124,0
3970,1
7481,0
7855,1
2473,1
1836,2
5722,1
6090,2
7697,0
9819,2
5952,0
8399,1
9199,1
8964,2
440,0
4545,0
5793,0
9439,1
2266,0
3314,1
9194,1
282,2
4438,0
3885,1
3930,0
2285,0
8569,0
8134,1
1244,1
4620,1
1370,0
4275,0
4365,0
3517,1
8947,2
3814,0
3146,0
6991,0
4036,0
4639,0
2936,1
7017,1
